RA[deg]          	Decl [deg]          	|CMC15  |PanSt1 |2MASSAS|SDSS12 |URAT1  |UCAC4  |total
272.595014268383125	-47.859807640046512	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
271.698173332962824	-48.410812352817871	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
287.023434965675165	  0.144102938555740	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
286.873698491351263	  0.150114780805946	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
176.673589536332997	-47.450760931180064	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 38.081331927902987	-57.769980682572552	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 34.727730425295277	-58.638849438203302	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 39.627051299423123	-56.782791718717952	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
270.072020172458110	-28.446439018201207	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
270.039141751816317	-28.480417035179212	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
270.078469118021246	-28.468636795395181	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
342.744543575949876	 54.141904177952519	| fail1 |  NF   |  NF   | fail1 |  NF   |  NF   |0
343.564548229114507	 53.686290397517915	| fail1 |  NF   |  NF   | fail1 |  NF   |  NF   |0
268.179473434798297	-33.758132851296750	|  NF   | fail1 |  NF   | fail1 | fail1 |  NF   |0
115.309312361630461	  1.378621905803103	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 45.541588882561669	 19.520381057505087	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 45.703204530540873	 19.447021012617448	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 47.908064272988959	 19.726649141712578	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 46.399265204720059	 19.568504259114231	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 45.954561423135765	 20.110588253668080	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
183.475976837882655	-62.648517051634151	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
232.075410678217054	-21.298534247585856	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
244.125072692169198	-56.187280523159664	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
  7.340325728594101	 20.670139086101962	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
  9.171258228150371	 21.147871065362917	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
113.347243732216342	-28.141939252942176	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
227.331779173989162	-19.963566670888145	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
105.265705531819833	-13.645887405739444	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
243.541156495837043	-16.035699725269676	|  NF   |  NF   |  NF   |  NF   | fail1 |  NF   |0
293.528931925888855	-24.931573685639876	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
294.653881852000325	-24.282603288534869	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
104.036151786577108	 22.193240675992346	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
104.549183963767817	 22.476304525880398	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
187.155880433257778	-44.489297041068149	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
187.488665795622637	-44.225062957024711	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
267.852340094585315	-29.712285300044858	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
268.080657615935650	-29.726786907074271	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
 66.212724439156148	  1.113598171948229	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 67.570075767643985	  0.979596618136133	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 66.205861776492725	  1.115650652890183	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
275.205405309601304	 27.530737801193506	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
347.705642028934335	-29.917829127636232	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
267.815869573260841	-36.497674453262661	|  NF   | fail1 |  NF   | fail1 | fail1 |  NF   |0
224.618704958766841	  1.814485978057985	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
225.058316544085926	  2.039739878867328	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 54.607952529485424	-29.737898095206113	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
113.627573153497053	-29.836432269766505	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
351.800684039650491	 24.169262691312515	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 96.129069733026199	 38.568773999544007	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
177.078811990998901	-12.103221185595540	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
176.431151473330260	-11.622553697085277	|  NF   |  NF   |  NF   | fail1 |  NF   |success|1
174.981630025031649	-11.644793044392037	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
176.765070942269318	-11.824370174345345	|  NF   |  NF   |  NF   | fail1 |  NF   |success|1
173.330362936094048	-12.817087635422316	|  NF   |  NF   |  NF   | fail1 |  NF   |success|1
176.625511562108642	-11.693433602212483	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
275.748676418093567	-29.622541796906663	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.789557637569260	-29.617683070748502	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.601988819366397	-29.614329849517159	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.614698111405346	-29.607165986494927	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.697884339098152	-29.612321490484963	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.460003086493884	-29.510994093592849	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.603042526324941	-29.661622530950098	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
274.764334143001918	-21.865914059407963	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
287.846784489752622	-51.088749252439037	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
261.643077791884366	-29.231425015532629	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
261.579321892522671	-29.177726230961515	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
261.592218835291590	-29.240694753156454	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
261.573339778613786	-29.278813886065514	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
294.586684325371380	 28.709913312899435	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
294.456182672741875	 28.797917453968324	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
262.818831616685543	  6.101844051182277	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
170.231200750095411	-59.911184349620960	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
199.759345596082653	-68.543463211508353	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
232.621728442291754	-31.534491776827959	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
176.501186555675957	-30.155893338885829	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
176.814538688459322	-30.287492119926640	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
176.163427516618583	-29.884700118200655	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
182.398001139014468	  5.456761963029050	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
182.494903024127098	  5.454343940270763	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
182.136899337517661	  6.149949907646773	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
183.385387207881251	  6.451403706199581	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
181.738272094417766	  5.801535392176064	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
181.736511336525609	  5.802369883553522	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
182.345021627800094	  5.700239525462901	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
182.495111438432815	  5.454003448092406	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
182.513553867866619	  5.807084148544403	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
182.498281748752049	  5.817448411584055	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
265.085783665869201	-18.556040957337220	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
264.888241178031592	-18.612701694939062	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
264.924359541007163	-18.624633086526423	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
265.026501510108005	-18.544594793125306	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
265.352337881257768	-18.494039369318770	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
265.219188142153428	-18.689506500211671	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
260.183272377999685	-18.053323200917177	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
258.308233307054195	-17.451002756368844	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
258.924246894903490	-17.156863743103528	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
258.837141717905524	-17.052873994063741	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
258.884174235234468	-17.077192035019365	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
326.632762118864264	 13.046598975962112	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
326.927750920269887	 13.816163675212593	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
325.535083950920125	 13.484734463769030	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
325.536999501692549	 13.478572211803783	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
326.445209507866821	 13.404992624769498	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
325.766056158828462	 12.878506814137845	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
326.554731557414129	 13.499264547948345	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
275.883627711028510	-24.667488392330522	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
275.812412271624510	-24.694011966824466	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
182.676490988623954	-22.218150324621892	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
177.583408472487207	-25.893705655556339	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
182.676441096201842	-22.217222245046909	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
274.284312365415133	-28.465629227991066	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
274.310509556088448	-28.470788807028715	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
274.301867038956345	-28.475362032984066	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
240.131281567338164	-27.766063957869399	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
239.974402381859790	-27.787800781527800	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
240.334564532537229	-27.923727478477723	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
265.624325695272887	 40.239088104038728	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
265.624124630942276	 40.238708073773680	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
321.966744342338529	  7.416308710235844	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
321.942505879750115	  7.296168100775103	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
  7.306245184869916	-32.443377925427406	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
  7.309507391903239	-32.447962299049244	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
  6.959867718140679	-32.551954987834492	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
  7.060367090946052	-32.465642271662865	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
  5.948435589977419	-32.657566747115936	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
  6.933057131198193	-32.387922663285543	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
  3.840396842133489	-33.497218176041692	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
  6.322648239351247	-32.707696142862133	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
  6.960380814384344	-32.556894615729604	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
 77.039453967615870	 40.721603246134293	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
 77.458253175346030	 40.547194770749314	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
275.188574312977096	-27.933875255773980	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
188.685485138845394	 15.806439590873078	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
188.147966838307696	 16.040684605054512	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
187.544037876838331	 15.581624989236467	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
262.856218605112588	-17.754711923768173	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
262.944518246077450	-17.865667216216057	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
233.316682004012904	-11.643861268546779	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
231.049224452744397	-10.322935106319937	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
302.824894903676466	 45.131705513909075	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
274.560980428411540	-25.794672015425306	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
279.833162201427513	 10.550858966403524	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
280.039368724853659	 10.426682619724767	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
279.985902660294414	 10.410811583468179	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
255.786311792226940	-53.237555352605000	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
255.734723588929683	-53.244123566704523	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 92.776614512138579	-16.265870069791649	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
165.255233204688722	-58.379442979845926	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
169.156702035449683	 26.402573307087223	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
169.136417124772493	 26.461539545960814	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
169.603937386356023	 27.078953176151927	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
170.479460006475506	 26.830281465874371	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
295.423808620792727	 17.184539065180367	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
300.943333912819355	 21.773214077856927	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.332555499849889	 17.240136561595904	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.299116467748604	 17.185474668389482	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
300.760318062477324	 21.796073871793617	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.319138121281753	 17.226091404229305	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.358561297416713	 17.158955238187080	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.207726821294386	 17.063624952092567	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
301.037990972516184	 21.845050252678394	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.355278941100437	 17.081628052075011	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.375705728085791	 17.118201990455912	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.603663518914743	 17.251926542795534	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
300.834819784712352	 21.916675929489887	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
300.795164115972227	 21.803505337348984	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
300.680220961311704	 21.784934364542753	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.295197214148914	 17.193936777657846	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.220682843679981	 17.082970437320441	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.491449865975369	 17.252771526491227	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
300.749155746211329	 21.748724215565531	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.575576326369116	 17.239460078723003	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
263.717357923674399	-22.195394942983100	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
263.629367352795384	-22.189211776711883	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
263.687091901014412	-22.167568526868688	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
263.767781294318866	-22.188261977099813	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
270.911647272082178	-33.145539851933243	|  NF   | fail1 |  NF   | fail1 | fail1 |  NF   |0
270.928812428010474	-33.173518133997213	|  NF   | fail1 |  NF   | fail1 | fail1 |  NF   |0
 77.529546065154292	-58.112967361293151	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 78.135602903425720	-57.842099072220805	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 77.415348332038818	-58.670220727480014	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
235.014891994788684	-21.910552602797999	|  NF   |  NF   |  NF   |  NF   | fail1 |  NF   |0
257.438589882380711	 -0.043270861788477	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
126.976856940093271	-27.180308221794373	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
286.650294759578003	 12.207081880904529	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
277.451777713949582	-22.105044129493884	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
 65.270023962326064	-74.550816862192093	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 66.465676406730026	-74.120778504985793	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 80.146507197543741	-85.909148297843387	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
  4.386356048791403	-19.051106713504808	|  NF   |  NF   |  NF   |  NF   | fail1 |success|1
  4.824560352674665	-19.908956098159468	|  NF   |  NF   |  NF   |  NF   | fail1 |success|1
194.830742881098189	-58.353227301644964	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
195.336695202483099	-58.308444847410875	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
195.672419564775225	-58.142708261054061	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
195.331505996556444	-58.110966866764691	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
274.759583951055561	-25.854682033293994	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
298.886998339278023	-35.917190931007440	|  NF   | fail1 |  NF   | fail1 | fail1 |  NF   |0
299.859088034489901	-35.308248778015425	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
288.488724472691445	 22.822581581107759	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
288.429659393779900	 22.778926298292156	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
288.399781036521517	 22.540249505818938	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
288.709681077925779	 22.580565626551291	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
288.262428320236722	 22.522063589874325	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
288.788352817958298	 22.683403536029250	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
288.695754931266038	 22.531384524382304	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
245.354273383110410	 24.721611376910090	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
246.647879379202607	 25.208848335485555	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
294.010973980570952	 11.367272778465729	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
294.392599936197030	 11.361636873045679	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
294.331497496604754	 11.463677811595492	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
112.513263742354837	 11.059541146391494	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
244.650901449822470	-51.839204055130324	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
244.830317459639417	-51.820853435829449	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
266.735829912243787	-12.208473567588372	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
266.772413788560470	-12.250325173067354	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
235.454782814360726	-30.709910184035419	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
234.613746095966718	-30.847567351216647	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
315.012142645665051	 30.052188292407763	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
315.036514717332977	 30.463456733114619	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
 82.867059080822330	 54.651606820627549	| fail1 |  NF   |  NF   | fail1 |  NF   |  NF   |0
 82.869564554082160	 54.653130221526595	| fail1 |  NF   |  NF   | fail1 |  NF   |  NF   |0
305.522021961236362	 35.699753136043519	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
234.108559706628029	-58.270750803661763	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
270.583196950749937	  3.028832888136535	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
269.833634291184524	  2.784994084130705	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
122.724892378903434	 25.022132930832104	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
122.612905514426245	 25.505836046003079	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
121.497805194598470	 25.083292281641338	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
121.497378222441370	 25.083634427039602	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
239.454267876354095	 59.271901848354389	| fail1 |  NF   |  NF   |  NF   |  NF   |  NF   |0
237.700760155233866	 58.974632761779773	| fail1 |  NF   |  NF   |  NF   |  NF   |success|1
238.196495662790966	 58.359286218606393	| fail1 |  NF   |  NF   |  NF   |  NF   |success|1
239.479596639965024	 59.240659089230910	| fail1 |  NF   |  NF   |  NF   |  NF   |  NF   |0
237.689893412279474	 58.965201493270804	| fail1 |  NF   |  NF   |  NF   |  NF   |success|1
  1.480470055881465	 18.075244905099055	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
  1.481175653389681	 18.074577278083179	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
  0.752042704348191	 16.929457182630500	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
  0.200197322899456	 16.986791280816941	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
106.879404437631607	-17.273611541953080	|  NF   |  NF   |  NF   |  NF   | fail1 |  NF   |0
107.000110711859136	-17.232874922600811	|  NF   |  NF   |  NF   |  NF   | fail1 |  NF   |0
220.975914321715237	 43.595369012378669	|  NF   |  NF   |  NF   |  NF   |  NF   |success|1
222.072125463950073	 43.638331678041801	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
221.276079029038470	 44.159921448199007	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
294.536657527329851	 24.518695922345159	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
294.472878673583352	 24.446794767645034	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.000884995435342	 24.408190888746017	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.171321226978705	 24.728387181029980	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.183849361427633	 24.690709542961677	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.107471882272591	 24.733429782863173	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
294.586147455524610	 24.464454402581627	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
295.253614859744857	 24.669463566378393	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
294.686212876248817	 24.490925262339704	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
286.817068657354298	-25.471240265869536	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
117.232381186857452	 42.501331985758547	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
 61.795200123247071	 67.193331219202207	| fail1 |  NF   |  NF   | fail1 |  NF   |  NF   |0
266.943346805676356	-15.979561763391791	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
245.256876597775062	-53.844386155211474	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
245.861212429478286	-53.945314093242622	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
245.243685290386537	-53.750318350423342	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
245.782671302140074	-53.890947499933887	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
245.248589217748417	-53.724126298737680	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 41.537649587451185	-14.702872304039175	|  NF   |  NF   |  NF   | fail1 | fail1 |success|1
 43.163263351093605	-14.532176334641079	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
 40.679204904391902	-15.317083463870892	|  NF   |  NF   |  NF   |  NF   | fail1 |success|1
115.455744203350847	-32.763104382527210	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
274.492943195038606	-27.353335331164356	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
301.316963413262329	 39.379023029582470	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
301.382223058750924	 39.265777337857642	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
286.604643425971460	-11.899180836773336	|  NF   |  NF   |  NF   | fail1 |  NF   |  NF   |0
225.960825534327768	  0.027615622775633	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
227.390888583827461	  0.061108989076458	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
225.829701036694814	  0.327940227226260	|  NF   |  NF   |  NF   |  NF   |  NF   |  NF   |0
136.592433125266751	-64.812064276643568	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 73.380974139673768	-55.859975874594177	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
 73.378393991456178	-55.858496274712948	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
178.468287849435825	-56.656681356495284	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
179.040880205176109	-56.283025977093239	| fail1 | fail1 |  NF   | fail1 | fail1 |  NF   |0
270.751480405674556	-30.522594331909712	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
270.737435638919919	-30.515800608564064	|  NF   |  NF   |  NF   | fail1 | fail1 |  NF   |0
