CMC15, UCAC4, 
180.185765354607440	 20.848186880832401	11.625326	 -129.496726924815221	  235.954724887853388	|180.186335	 20.847203000000000	  9.107999801635742	|180.1863359	 20.847277800000001	 13.343000411987305	
159.348077765322671	 33.939240861978824	14.392943	   65.182285819802445	  -19.568519272353271	|159.347779	 33.939338999999997	 11.284000396728516	|159.34772	 33.939385600000001	                nan	
160.761326206184634	 34.444002249930122	13.958513	   12.240525843130591	  -77.904130608384847	|160.761292	 34.444305000000000	 11.277999877929688	|160.7612848	 34.444281699999998	 15.850999832153320	
196.634846161738380	 19.042270043543311	14.218543	   38.467642457776456	   46.288541591097015	|196.63465	 19.042083999999999	 11.312999725341797	|196.6346798	 19.042083099999999	 16.320999145507812	
194.163769928612908	 36.865966999684737	 9.668204	   62.086224482004639	   11.008765301876206	|194.163479	 36.865915999999999	  8.032999992370605	|194.1634374	 36.865918100000002	                nan	
192.194444945718942	 24.839773094647729	 6.098306	 -335.003398176664291	 -105.622988635235416	|192.196305	 24.840150000000001	                nan	|192.1960348	 24.840226399999999	                nan	
192.946940955630197	 22.544304253610736	10.049020	   32.532656673872950	    1.269643604315834	|192.946785	 22.544301000000001	  7.988999843597412	|192.9467921	 22.544298399999999	 11.187000274658203	
 32.432869402501844	-33.659382473941051	14.245812	  -88.250048788376134	 -165.892537833714357	|32.433097	-33.659061999999999	 11.437000274658203	|32.4333262	-33.658690000000000	 16.236000061035156	
172.853949075736438	 13.745247107262243	11.835893	   59.602204697213260	  -38.649107997641622	|172.853708	 13.745412000000000	  9.319000244140625	|172.8536803	 13.745419800000001	 13.607000350952148	
160.451016403220279	 12.109636050102221	10.937889	 -188.122978156007974	  179.354836812852881	|160.451755	 12.108933000000000	  8.878999710083008	|160.4518403	 12.108860600000000	 12.359999656677246	
152.846295382914974	 30.344048978014722	13.765609	   22.883866718575792	   57.634587277420167	|152.846339	 30.344010000000001	 10.383999824523926	|152.8463198	 30.343972500000000	 14.897999763488770	
152.846620752984023	 30.344380968267853	13.790844	   30.743382915383432	   50.479052766924625	|152.846339	 30.344010000000001	 10.383999824523926	|152.8463198	 30.343972500000000	 14.897999763488770	
195.694471202727385	 41.518532759360376	11.804901	 -547.206669632543708	 -183.026759593089338	|195.697131	 41.519207000000002	                nan	|195.6971845	 41.519225300000002	 13.723999977111816	
 23.287634323017890	-24.915267975541276	 9.562667	  -81.518608142793340	 -215.294397695546508	|23.287894	-24.914690000000000	  7.872000217437744	|23.2880174	-24.914341400000001	 10.680999755859375	
162.782861847193573	 27.505982300715047	13.730224	   49.300400365330148	 -161.999805216352797	|162.782609	 27.506622000000000	 10.744999885559082	|162.7826209	 27.506602500000000	                nan	
175.995225106359214	 21.459631054002529	11.804511	   -7.353235178574816	 -187.857363334075671	|175.995219	 21.460424000000000	  9.423999786376953	|175.9951789	 21.460469199999999	 13.423000335693359	
185.139662162057249	 31.134440232909121	11.012471	    5.077528293611816	  -28.812165649608193	|185.139633	 31.134554999999999	  9.050000190734863	|185.1396318	 31.134571399999999	 12.383000373840332	
150.616408999594398	 44.578116377384013	 8.701949	 -283.264657352892357	  -91.285777602098278	|150.61779	 44.578446000000000	                nan	|150.6181186	 44.578518699999996	 10.253999710083008	
187.480075635521473	 36.444455642244435	11.097163	  133.687891315090638	 -154.009503741751814	|187.479458	 36.444982000000003	  8.784000396728516	|187.4793503	 36.445049800000000	                nan	
186.587758189581564	 35.933375911544935	11.008053	 -492.791678213011892	   53.940618721837758	|186.589996	 35.933196000000002	  9.057000160217285	|186.5903774	 35.933151700000003	                nan	
173.398255526143203	 49.090531921212467	12.281185	   19.785594330601128	   32.336413525319308	|173.398164	 49.090390999999997	  9.572999954223633	|173.3981209	 49.090375299999998	 14.319999694824219	
206.481111249898106	 27.384678239230521	13.645173	  160.401943166276141	 -502.722188774532015	|206.480408	 27.386676000000001	 10.652000427246094	|206.4804239	 27.386702499999998	 15.614999771118164	
205.707571114612790	 36.080214598008041	14.128784	 -270.445810557122684	  135.376463213077841	|205.708864	 36.079698999999998	 11.307000160217285	|205.7088253	 36.079736699999998	 16.097000122070312	
169.444865595719619	 23.147729649037323	13.390803	 -287.285550765508503	 -136.917311805532421	|169.44598	 23.148185999999999	 10.866000175476074	|169.4461115	 23.148307500000001	 15.140999794006348	
181.962721664688104	 18.948519900656176	 8.915618	  120.092353649415585	  -73.748440949427348	|181.962179	 18.948836000000000	                nan	|181.96217	 18.948838400000000	  9.993000030517578	
 11.295412317669342	-23.423546242429389	14.113218	  212.023510371418610	   31.098976488756144	|11.294759	-23.423649999999999	 11.317999839782715	|11.2944198	-23.423655000000000	 16.121999740600586	
181.027046248040165	 21.343362177076504	14.115491	 -369.403434524683121	   11.140164104019236	|181.028682	 21.343326000000001	 11.421999931335449	|181.0286289	 21.343364500000000	 15.965000152587891	
184.668725974937047	  9.727732547164750	12.490918	 -467.774370385803422	  -74.302898162196257	|184.67064	  9.728033000000000	 10.013999938964844	|184.6707656	  9.728053700000000	 14.128999710083008	
162.893075187541427	 29.713796484688160	11.089400	  176.356918972696405	 -120.613708184849870	|162.892243	 29.714269000000002	  8.885000228881836	|162.8922009	 29.714318899999999	 12.572999954223633	
182.373947393074502	 27.461882705351364	14.686363	 -290.033044889761527	 -235.984503773175391	|182.375275	 27.462851000000001	 11.763999938964844	|182.3752524	 27.462824200000000	                nan	
191.754766895220229	 14.524909601210767	13.412745	  178.927197163360773	 -279.893207663158478	|191.754057	 14.526026999999999	 10.685000419616699	|191.7540068	 14.526052300000000	 15.293999671936035	
