ra,dec,CMC15,Pan-STARRS DR1,2MASS All-Sky,SDSS DR12,URAT1,UCAC4
105.09216359785691,58.87359092557722,2.4589787,,23.404531,19.293846,96.27331,778.83405
98.92499117442257,59.73809189509285,,591.5614,,23.559952,34.73875,5.427118
115.862395232985,8.257680556899588,1.8974962,,4.87857,7.088213400000001,10.573179,11.702433000000001
257.87313196762227,-16.491882430021438,458.2539,,9.056149000000001,438.13257000000004,193.68951,44.97834
242.92125689656564,-34.69077181487945,21.834309,4.8640985,11.614545,8.571707,,15.762119
250.4555359540884,-31.895685307902962,7.510224000000001,9.042816,32.966396,1233.5747,22.258085,52.24008
250.4389802429559,-31.7265572516366,565.04553,350.27652,550.8113400000001,2.9617150000000003,428.5755,3.953682
261.17506721905204,-46.25725582764238,35.01701,8.136334,990.2287,11.378160000000001,9.648104,10.101791
255.29930814608107,55.582609592633766,155.4397,192.90881000000002,,954.1744,145.38336,5.323197
257.78507974478117,56.65890089802426,140.78784,49.963485999999996,86.786194,75.75831,202.39433,
279.12625191833786,-4.102680852271977,331.86856,648.7654,45.171288,379.89232999999996,186.54904,498.20705999999996
265.3361684181319,-26.143055382464805,1045.9021,6.7783027,264.26007000000004,553.1498,838.51013,611.81976
265.6391056826594,-25.86695419819855,30.37701,953.8279,258.96143,12.0822525,252.18517999999997,412.30563
265.6319337575203,-25.993351127873996,916.4602699999999,261.93698,16.292011,5.7733383,23.255625,8.527217
265.40275552455523,-26.032413971418126,36.596764,65.786125,16.991028,168.12243999999998,908.8752400000001,77.44323
265.6108173327697,-25.80646917244765,367.917,1241.0526,7.3103869999999995,171.66689,46.907303000000006,340.58676
295.01230683738174,5.505817902066741,,22.004322,3.7208930000000002,13.1407795,11.493227000000001,15.597582999999998
295.0457039796372,5.566600965562564,,,10.107411,21.61056,4.173757,3.6030839999999995
70.66588153990699,-47.55173480715774,11.165633999999999,,8.3741865,7.171869,528.3335,14.263007
66.49968714720667,-46.35379315452114,,21.367217999999998,16.64113,15.442942000000002,292.82922,823.3835
65.98969505623005,-45.84729265493457,11.026876,4.5468683,,8.014864,6.859238,8.302178999999999
267.5182771181404,-35.733250973314775,583.951,251.16773999999998,115.09992,447.8763,6.9005795,853.1483
78.55494625859467,81.65621938249008,1095.9956,,62.257668,71.52894599999999,7.935963,517.0324
65.14276564583389,81.53179133609476,6.820472200000001,22.054571,416.9556,89.25836,351.17496,531.2487
5.865570756790995,24.30734432349237,333.8601,63.502556000000006,,363.5992,201.70084,8.447045
190.01689593537463,-65.63571267162095,105.66526,22.769997,36.352318,175.03663999999998,375.2271,
114.45381570865419,-21.612114144733233,340.1083,2.7623186,,8.743958000000001,,14.444591500000001
247.2955411128433,21.123439045497133,796.2483,616.549,255.8661,2.5631343999999996,,
240.63502615438358,-58.206496534166796,7.0701075,2.4704497,2.3132427000000004,7.3287754000000005,9.108332,
240.20773603162846,-58.34133040444493,28.753757,1774.7705,834.2741,20.823135,579.2837,832.17346
240.5652570005895,-58.15054137594146,410.05634,5.9753847,,,,
32.32841024582714,-27.28815956483685,7.3684497,395.17676,6.6531649999999996,5.4969535,,4.523707
267.7005256348207,-39.558308517206534,1133.8271,5.825483,274.66742,728.79614,408.73975,180.19154
332.8501639609476,40.99992845493549,7.3001130000000005,200.23099,1.9305887,69.137596,656.0857,608.72284
332.819427107264,41.01623285406047,1500.0925,,,,1406.1581,112.47143600000001
146.45142457864608,28.09785291598441,,,14.8837,,10.2217045,510.14993
147.2157347714491,28.43762840706761,1299.6454,,369.86435,,33.29837,319.8785
144.2075197777625,27.97247770635916,8.378427499999999,493.9601,474.9108,,,
274.2659390147661,44.09235886983138,,8.744924000000001,7.804662700000001,120.00893400000001,4.368261,9.82086
230.9786432975585,-31.991142907765326,3.841529,13.973312,,46.949059999999996,180.6784,
230.53588594321084,-31.870848956792287,395.44604,1894.8193,27.968840000000004,43.702156,,60.726654
305.18447204579337,-49.023552684718155,6.7487655,9.321722,,7.831810000000001,3.6860452000000006,41.445736
52.8669337069429,-26.326545345948357,,,15.5094595,55.732193,372.21547999999996,14.91303
54.13145987217657,-26.33287173289769,25.56266,99.04881,246.97867999999997,,36.035194,166.94193
53.55780546701155,-26.321774502466997,782.57965,48.865425,872.79425,229.92317000000003,110.44753,8.945241000000001
246.34000932137195,-44.09575938672266,18.290194,180.15149,302.8387,310.59564,36.747353000000004,
256.6087154500564,-32.85381001243225,25.905466,616.0548,128.28412,167.23016,564.73096,734.4092
230.22422366955468,-34.8037226676694,312.9962,986.3021,6.533791000000001,522.6076,611.7973599999999,216.22083999999998
231.1244920570917,-34.598308144611075,232.93563999999998,12.645728,54.030674,634.0939,1339.5814,159.87118999999998
255.9663961213989,28.85026870236755,319.61037999999996,163.72997,1299.2194,2.1516478,999.2666,673.1552
43.28124691407992,-10.319034467247768,130.73953,138.69246,117.97644,413.45453,2.4297247000000004,25.299791
42.026926894105614,-11.764101578541375,160.9434,,10.5847225,7.641391800000001,19.737234,6.743879
292.4672772834698,10.859964668877163,661.5531599999999,231.03598,89.97009,776.9241,1281.1066,361.09247
291.6341480247853,11.082309308482902,158.93123,443.19662,,629.7029,231.35683999999998,4.141558600000001
291.78310493127043,11.264228716052694,307.62982,119.98851,12.215128,9.874155,7.220913400000001,6.628451299999999
279.9985184577814,-4.994579591072942,7.930223,552.9465,364.65326,167.22867,179.71368,503.19403
279.6766511537284,-5.030288575711623,287.00847999999996,19.35888,248.0455,5.0114703,154.3238,
279.6922896652597,-5.041281103361122,,665.1178,211.74648,495.15865999999994,144.40883,19.376375
150.82658322479332,9.113930958943703,5.556989,,363.74393,356.8618,366.53055,499.8367
150.8089131415161,9.086451973008751,15.077767000000001,405.7714,782.3918,418.14578,273.89437999999996,
151.10901065329872,9.432211694790722,,33.042107,,4.9531803,,
7.842020807852102,0.15859393689769344,,493.91472999999996,,116.87088999999999,16.990723000000003,617.08203
253.3892132048497,-56.549479263909824,282.7552,,13.996719,20.697578,36.58287,22.246407
252.6407610618211,-56.93410670962404,8.046873,,,12.749549,91.98060600000001,19.466139000000002
274.8917896591853,-27.934901190865077,529.509,9.583912,482.28592000000003,56.963085,,
246.33951734764847,-54.4579494664201,704.94147,,549.56696,1420.0955,544.2384,667.6135
246.32257433236418,-54.42361052567792,518.7142299999999,172.41747,461.54572,168.0807,111.78832,8.174383
245.9667581697881,-54.233022173665844,2308.3145,,,,,65.05249
246.1107596087873,-54.25147069346825,344.56387,14.006694,377.50153,1078.1475,315.2102,119.24701
233.57241871429454,2.313006774601264,6.9569716,,8.729803,,,14.407964000000002
236.0073944804156,2.5145776349240343,395.32877,413.29227000000003,234.56596000000002,12.208546,100.491905,14.592209
50.23453838373127,66.91011494288796,11.951410000000001,40.14443,10.49719,78.35329399999999,19.216925,9.054335
51.99850489430173,67.10107967505527,7.6461205,5.614976,16.286453,,9.400953999999999,344.64816
327.07225525921405,40.06845410328553,9.457664999999999,461.10352,266.20306,53.03781,36.995358,21.893364000000002
143.63173717546303,-46.52117807235733,,,7.5034328,,,
33.94211095157013,-18.238679166400907,9.636641000000001,,,226.4439,3.6489722999999996,6.249956
33.21477972566141,-17.685848966270456,,34.286583,65.7749,,,269.82785
33.94227610631364,-18.23920317485237,28.422827,350.40488,46.523758,28.258965999999997,215.4164,18.347572
92.02656423157259,-15.901382047216744,36.467822999999996,393.23400000000004,103.812225,207.28288,2.045016,
92.94783312879429,-15.235958974074064,11.844144,7.5715246,,154.99617,17.768526,
268.02530368761774,-32.055008192132036,401.64642000000003,19.513026999999997,24.301014000000002,4.5962834,75.45854,230.44336
277.84118676047365,-15.03023309279171,189.28891000000002,,,,14.566991,3.0371308
278.4226851319337,-15.094028842709074,47.21513,159.50139,59.203835,35.427246000000004,31.429575,15.078512
277.80873881365073,-15.06563088326436,25.554535,16.616339,11.759147,3.1626830000000004,12.338274,
278.06266740131576,-15.077936691180641,22.10775,4.917791,11.670876,3.7812843000000003,9.002139999999999,19.55764
277.75795655449656,-15.086008547893012,,2.9806957,7.808719,11.307644,,8.890103
329.3943649167052,50.44159499802624,552.815,8.575387,308.10202000000004,78.7389,85.07394000000001,5.997964
278.38601566604723,-13.157202025171086,,,649.20056,514.8307,173.73773,
357.84156952759577,-24.13914689095712,,7.396482000000001,4.455615,4.068563,,
355.6582162680623,-25.436751773098422,,,232.94823,219.5888,,
355.6428425795354,-25.43519830560186,11.590127,134.16216,169.44249,349.25107,484.6106,488.81717000000003
216.79698149217938,-17.524674926081193,30.076302000000002,22.04054,229.20782000000003,28.937092,313.57632,137.94771
216.18792242896617,-17.610023951654018,4.2178564000000005,21.871737,,843.6203,6.267799,661.3104
216.20577291720767,-17.451883447703764,102.4231,121.16519,477.7398,,3.5604803999999994,448.0677
216.75067853866574,-17.25175736580372,564.4082599999999,18.018524,647.39703,12.012364999999999,87.22402,991.3294699999999
216.20558673736141,-17.53121996099103,13.782801999999998,79.183105,109.46363000000001,173.92853,9.087002,573.9107700000001
111.85411611309836,-51.40260937557784,,733.48315,12.743463,,,13.383666
286.48271587137936,3.1735690049658736,13.501327499999999,27.766644,4.0215225,461.73328,332.13242,8.200510000000001
286.7210631985497,3.1365483561790897,8.308963,280.94397000000004,1007.3256,588.2979,677.2244,100.57944
286.9356566113579,3.1093253084410986,8.386708,116.09518999999999,2.9701532999999998,4.727088,7.2037163,778.2554299999999
286.88275608391064,3.0658303138014085,246.02302999999998,240.7897,618.4356,1154.9685,12.824689999999999,197.50749
284.81920462942367,-16.478910376552825,72.35303,,22.137838000000002,,,386.0761
249.99475554284118,-10.60840229314906,435.77365,18.304346,46.15325,530.91583,325.1397,14.704106
249.2929677038836,-10.718673476853077,508.73672,,16.797736999999998,18.091179,691.83813,152.93391
249.18291529449615,-10.974101865191619,377.25223,483.33675999999997,7.069710700000001,,43.580746000000005,458.9598
215.47246430643798,-13.997165072197332,16.164479999999998,73.15951,14.508442,,881.2919,
216.93839554679028,-13.359450919828033,778.4263,847.00604,225.38771,8.407375,8.091472,8.950092
215.346111902024,-14.014425772654828,24.513313,450.08792,400.78482,702.3443599999999,26.467844,566.2706
217.81387152573654,-13.307785132565373,611.936,8.263608,13.806676999999999,60.185756999999995,351.8113,6.5503735999999995
293.89956444038694,-20.782812043865302,507.36852999999996,290.17255,10.59578,316.53418,2.6740391,
248.24967805278823,4.607369516097894,58.674877,248.1294,142.70958000000002,32.230796999999995,,3.9320809999999997
82.972697513124,-76.339752837243,245.80557000000002,435.89212000000003,17.533955,5.196436,818.5777,9.489481
