ra,dec,CMC15,Pan-STARRS DR1,2MASS All-Sky,SDSS DR12,URAT1,UCAC4
2.38095048505174,22.90097229553575,578.4571,339.17856,,,4.126581,6.9976363
2.971536671909161,22.98369484397005,,,185.7465,3.2279963,,
217.8976247259816,-20.490354688415106,292.73322,,178.4914,482.32382,3.1500687999999997,284.24362
218.403661772444,-20.28987148521409,17.569815,24.477825,,,,13.626202
216.886843122395,-20.329195777136945,836.5310000000001,295.09665,486.4223,386.81287000000003,427.91144,378.3445
216.5338350773473,-19.59063186882345,24.277386,,105.2351,1541.3552,349.89984,9.14863
266.98957605463073,-34.03982199424525,,,,22.988811,1417.6156,484.3977
249.73814571684258,-54.09061414903846,387.88513,583.6678,46.320890000000006,9.88448,,7.9204683000000005
329.96344314640993,-39.31226981320754,,179.35374,270.4551,,64.69094,409.19455
333.68911983901074,-37.70816164232896,788.49994,34.699215,226.51432999999997,7.084687,266.81265,11.69127
152.778083174434,78.4259406367733,5.352228599999999,,,273.19775,102.22083,359.57556
154.06369644036403,78.3051785745603,8.952082,1134.9596,939.2535,306.96893,1427.0255,584.12946
194.1637699286129,36.865966999684744,821.70135,569.31836,245.38496,3.9643330000000003,7.459658,76.28531
192.83411812386802,36.56646354461483,,,,10.197075,5.4220347,
193.54576582224774,36.349469866441886,18.854046,5.119111,23.751093,9.295603999999999,12.08007,
52.60784784623081,-80.33950117235598,508.62827000000004,304.79016,229.87917000000002,139.86511000000002,425.32757999999995,25.908082999999998
297.0645073592347,59.423403636419536,7.1515699999999995,544.0424,15.559498000000001,138.24702,7.402825,204.33932
296.8283307479758,59.71657011571681,587.5268599999999,7.4441576000000005,,5.3465333,,
302.4967330007612,22.05114613960507,217.19789,242.65407000000002,433.72504000000004,41.071987,244.39502000000002,52.711624
302.76847068377566,21.869769880381952,5.3620706,8.212081,6.872242,,555.2628,91.65831999999999
302.6733221775226,22.318060331409637,674.8285,172.28003999999999,525.9666,161.1246,8.834531,47.98601
302.820682494845,22.15244780386263,290.15924,191.14749,779.71844,19.874338,451.716,493.5124
302.49284996107485,22.05270254497589,,55.030537,6.4758887000000005,5.0429129999999995,7.339364,10.611799000000001
43.6614798175066,-70.78509700691455,18.139797,23.453804,9.924267,402.12462999999997,233.91394,1256.6233
46.11294569128694,-70.89921369331721,441.93637,388.30685,27.26238,327.327,461.36053,531.98724
271.19482289481994,-39.89954721109695,286.09097,355.18762000000004,23.102139,6.9366875,7.509218700000001,611.13055
271.59407269557687,-39.97687788162239,8.093067999999999,8.099916,268.9643,24.209164,,
281.5455176661177,33.5519426900973,6.125271,,6.880955,,84.84702,
274.9341215139836,-30.525428485795274,,,,,6.947622999999999,10.730387
274.1685953853061,-30.162473862531662,14.190369,,12.412472,5.388689,11.555711,
275.03297484986723,-30.562671177267056,17.125164,,,1.4072200000000001,77.92935,
307.01953210387836,1.9328961073995807,466.51984000000004,507.10985999999997,212.58342000000002,475.0513,2.8083259999999997,13.605073
193.64360664736188,-29.85549014132272,627.004,44.1077,515.43085,410.38174,248.3455,391.43466
192.5819876566568,-30.57700713769932,7.481126299999999,3.7409625,,11.573367,,18.596828
258.5391226429065,-13.284618031348279,506.8524,854.352,,21.88879,340.0691,478.99832000000004
270.37981878235155,-29.78361661720584,,,76.07729,420.29987,211.11786,152.63744
270.2553102088615,-29.75743522896772,,,,404.3448,949.8068,11.833192
230.93575060759224,17.983523682251548,90.21761,622.3594,1041.5363,158.75221000000002,,136.86553999999998
230.9613021701674,17.460534669671276,432.02127,224.84572999999997,,137.78595,53.77159,295.5894
78.25770268301949,-70.46036928118896,774.5828,1708.0631,5.914329,359.17633,170.71056000000002,70.36962
78.25674032647387,-70.46070958528645,348.64648,169.01308999999998,50.938,26.769740000000002,198.99294,295.0428
338.3206895067019,52.45623607935107,466.07068,7.692191,182.02173,1134.8267,,65.34187
298.6695225821416,4.710557885704252,547.3957,359.89752000000004,471.29733,288.17795,10.33121,7.988983599999999
269.243360270317,-47.121699263449315,5.4233503,537.8537,464.06534000000005,434.1696,21.603023999999998,
279.5120685572768,0.8980278080642258,8.831244,573.5002,,16.793966,7.693934,
304.87345563469603,7.111590472784048,8.207803,254.69789,,10.402925999999999,19.3496,2.9512527000000004
304.2316828275504,6.921770541188758,96.385864,297.8056,11.703045,6.965739999999999,26.492046000000002,4.2424669999999995
257.98862933104516,54.51217366949103,5.075527,,4.2583027,583.2175,12.354393,5.7229066
256.333485803833,54.47104048755097,4.8460727,4.0484314,32.139365999999995,10.271199000000001,3.3993703999999996,649.4389
257.5521208017727,54.48969702520589,372.19237999999996,127.93068000000001,60.695625,10.817668,206.29414,294.60022000000004
256.3334310171336,54.470342415370034,553.5919,1045.1716,373.3917,,,34.974995
257.5443885809703,54.493900501331346,,,8.315633,9.017836,9.080224000000001,5.2828307
256.33401235942824,54.46697421594738,181.81908,7.225960000000001,328.34442,4.2647133,350.66317999999995,611.9234
256.74893714412565,54.854982122864214,7.336714,13.560775,11.588073,31.384237,,
257.9549645334876,54.52784833631962,6.301824,,14.04204,,199.63246,99.252144
241.752519919874,-14.07324546711494,,803.3494,582.5965,255.12498,365.55588,58.49958
241.76287914481256,-14.07125582865799,434.33099999999996,463.82172,2.327029,444.42682,808.74615,240.06955
243.09987487607305,-13.163380540267065,741.31885,,33.630115999999994,,726.99835,
250.9822148423217,-7.436853438266968,4.8899307,5.715448,,,,
276.0405245778455,-3.4482741313799843,,4.364816,282.00214,,10.181925999999999,287.51242
275.79078810823927,-3.633362786816592,3.9805019999999995,398.50626,703.85095,3.3238385000000004,6.767841000000001,577.4551
223.07337041081584,-43.818990447629936,,,289.7554,,675.78595,115.59617
239.3343160400646,-56.457333354938854,,,14.797715,5.329656,6.178162599999999,7.9226350000000005
239.3254161003996,-56.64340904564867,5.8194422999999995,53.244267,3.2136388,37.106926,168.70285,6.3037529999999995
239.70030164513943,-56.536297713925926,21.273424,298.8663,365.8153,,,
91.16707944875849,10.562779081550516,,11.304984,246.19724,14.623079999999998,155.49629,484.15558
93.22675434249551,10.108726482383156,98.686745,254.5532,139.10948,,40.35923,12.341403999999999
92.87050743566915,10.142847476750966,433.34665,13.700273000000001,35.153521999999995,515.2239,27.28166,598.8528
272.82102167668216,-27.13085923214423,951.953,374.72577,878.5826400000001,412.6718,245.88997,126.25875
74.93505593870663,15.916604695701935,3.1830163,17.666756,,,,6.88894
284.37567535221774,50.25053564697713,,400.24503,262.66077,309.15045,570.31,854.4662
252.72205067036546,-37.94981931220078,7.6543746,476.33844000000005,14.28413,323.03937,20.772816,
252.9200825046891,-38.03577899779832,1073.3494,,,,38.965885,365.61562999999995
252.60277571710796,-37.91397360302094,1.2765066999999999,12.571932,6.377473,67.695755,5.06034,5.8995414
251.23895529700772,-4.799834737874563,1.6697779,3.0344599999999997,4.54977,4.33626,43.43946,410.46762
112.3072684169272,-43.30061938011068,914.2877,161.25206,811.97125,352.85495,657.0589,78.74327
101.13350573064298,-42.39662410752693,587.65045,88.42141,22.992898999999998,3.1753080000000002,4.098675,
101.13416708867751,-42.39661430566112,,,961.4924,376.19574,312.4301,3.5771767999999997
175.5295672939101,4.747486196885519,,,3.7794309999999998,6.667959700000001,,12.417875
175.96178423950505,4.223408636432838,13.680032,169.72849,23.515036,5.9804889999999995,9.943594000000001,14.515753
177.47524198097344,11.63060248873296,781.7651,3.295287,502.29398,9.743989,9.526828,7.817153500000001
47.22297859587303,-11.340418452323012,79.41951,120.58758,4.5735083,127.472664,401.3858,32.738987
121.79337434875913,-36.38058215071766,8.279188000000001,7.510403599999999,11.016366,6.125698000000001,280.12445,5.4230614
121.97785004436821,-36.57928903831304,196.37297,3.788735,831.35236,527.1496,230.52232,142.21925
121.78628181310972,-36.380976390196864,10.012027,,5.7349205,57.135783999999994,626.4236,9.043218
273.8939895713085,16.239750709192084,36.017146999999994,4.6864467,3.3334382000000007,5.493652,1098.9569999999999,
273.89353128836643,16.23612858545652,291.43326,134.55283,8.702762,80.90557,2.7323534,8.286986
276.36509017998253,34.111770272770556,,2.757247,8.361559,12.940025,1472.7584,108.72631000000001
285.9548453550286,8.097834602562582,,528.85876,203.63339,445.41085999999996,,
278.7923580489656,-16.733236975166445,581.3704,1240.9723,172.73407,225.39764,64.71197,
278.6263935143286,-16.791707350203655,315.99356,,68.10812,,,
320.30833487322906,-59.46334190918279,,17.005278,123.86573,1648.8762,175.54234,742.5504
319.14736756412066,-60.087257938271534,5.578822,,,122.30430600000001,633.5339,9.427909
47.56429525851907,12.049859438848461,478.4013,267.60474,211.53407,687.24744,33.602005,1255.4929
43.326927222306644,11.237387027592556,82.30984000000001,275.04175,315.49692000000005,26.379009999999997,,
45.694848336065924,12.354088784316867,7.317689,,7.278104300000001,692.6688,360.16467,
46.563573756827395,12.098487746919133,504.9489,,7.6178417000000005,7.6886472999999995,148.34958,690.64716
298.7552511807363,4.061056218653676,572.5682400000001,27.800982,150.85997,29.853884000000004,5.074249299999999,80.96704
191.6394075766761,-53.492739560143754,488.13235,571.70465,377.78378,266.5363,525.2699,184.02975
191.9151968076057,-53.299533957417935,481.99782999999996,288.98787999999996,,1802.4636,1542.0039,21.651197
329.78459565278206,-46.76376523431297,18.121378,135.0175,458.8811,6.673493400000001,600.9347,
330.102424970343,-45.95068538980018,40.7849,128.36353,,241.25067,377.18552,157.29613999999998
329.72302555169955,-47.098929532393996,941.32745,937.6822,142.54355,324.51077000000004,,205.0698
248.452109755064,-52.61682067065707,329.84277000000003,554.30884,28.480007,12.933572999999999,467.17325,
251.9858579396672,-40.842329225137604,,,5.6994739999999995,4.6333547,,
335.3043967716133,37.74726176775983,226.67459,237.75197000000003,545.9384,4.2459655,183.40707,14.404160500000001
334.450890281968,37.13120205581812,694.17944,942.73694,786.36505,1362.7017,311.3236,346.2861
335.3050530034823,37.747446425944695,10.100233,9.190794,235.71391,171.21956,12.990911,290.3633
87.08301902808464,44.733732620138824,677.3352,260.68546000000003,5.1198177000000005,18.210579,,107.12414
87.08260179180179,44.7331967814839,214.408,209.37495,1284.5004,587.5016,1059.5787,454.84952000000004
287.65992281291483,1.5353751823721866,418.41342000000003,158.66324,53.27394,982.8076,1196.2283,6.306010700000001
287.657918935819,1.5385507125881808,232.97442999999998,,35.011288,5.7591343,,3.7867064
287.60307423805017,1.5122324149065347,6.5890889999999995,2.5156455,700.7967,648.3484,408.06955,539.4848599999999
287.4626861388156,1.5511202326960851,383.30154,13.048287,24.89949,10.017387,9.683164999999999,18.581298999999998
287.5122351477148,1.5416596983502373,1144.6433,31.578284999999997,131.38362,73.26445,5.7194652999999995,1000.055
77.1483008643952,-18.17807867961207,310.50104,11.025284,358.17963,202.84656,68.70318,172.18372
76.1661959679728,-18.233991457381588,,1195.8768,213.72206,4.788607,354.54617,9.656047000000001
76.1647743665552,-18.232818030565475,246.96014,9.117597,,6.3102584,33.46781,707.5848
283.27751117972815,12.737795488537131,14.782631,159.70593,130.97104,71.25386999999999,11.633586,4.3010097
131.52616394100642,-2.6423837522302445,3.577001,,218.35737999999998,287.08664,655.40265,550.0562
129.83700085856591,-2.6340447293101215,1554.287,478.2069,789.28595,476.92334000000005,154.39247,4.6474910000000005
275.4342051328838,-28.025436840096887,14.169364999999999,9.419716000000001,63.870453000000005,5.2608514,11.570867999999999,92.7971
275.30662385603364,-27.92188101419695,1188.7211,701.5623,4.344798,129.60088000000002,755.69476,237.34349
81.48545108436835,-33.420161749228484,585.14984,694.17993,441.57968,346.69757000000004,214.1168,600.6178
81.73738277233005,-34.04832284513417,1141.8403,582.6469999999999,85.41311999999999,328.374,147.81158,297.86194
81.2416444763198,-34.20534349172807,321.59412000000003,4.341261,,21.925222,,314.70288
81.73646185409035,-34.048462561485536,,208.70141999999998,339.67026,413.04677999999996,10.36796,45.44665
232.3077642280899,-29.131493416895903,405.77454,63.86459,306.6894,6.722326799999999,708.73035,
168.70764502248397,-56.786139458292276,392.0032,9.358672,9.085216,11.107184,14.718252,7.043527
168.55296794922927,-56.53365044222775,284.90884,273.71237,185.30402,,922.5532,434.1875
52.265839079628016,-48.060162690881434,7.251973599999999,,59.221176,,3.7684290000000003,20.801071
52.268139030548994,-48.05943874391134,,313.6977,6.824763000000001,,16.349741,7.513259
53.80757769922246,-48.36236982085947,6.9110594,6.200828,4.315608999999999,,,715.1644
53.67941853920983,-48.40276633441715,221.68442000000002,485.20837,52.259075,,226.46407000000002,255.71263
52.9421833170949,-49.01475881991069,373.88657,130.63255,140.64001000000002,1389.0712,,
53.756539844044646,-48.417817346297035,314.61203,325.51724,52.35589,10.064705,285.17400000000004,787.48285
52.52898602860621,-48.58736632013875,121.00228,50.475826,3.573255,318.2452,1221.8923,4.5049696
56.15967308426381,-47.01178633721312,,,46.512028,4.7988777,10.812188,221.35558999999998
74.57191958977101,-22.632713292425944,360.01263,344.67456,310.99194,,8.477797500000001,
202.2757741061409,-18.230873034958844,10.98735,773.73267,28.398016,15.248821,7.9186397,1196.8752
201.25326423464875,-18.297352666846134,,7.453096,6.1479077,7.5180807000000005,9.53299,10.072358
201.61056807804616,-18.197683282519904,6.8151565000000005,6.818738000000001,,30.525494000000002,,
95.95493405007774,31.67938692085433,151.25249,37.191364,167.81638,834.2336,445.39745999999997,8.472480000000001
94.93011299536334,31.3117649771611,536.7629,142.95055,668.83386,688.4657599999999,22.284257999999998,1134.7532
96.53084611587109,-16.968492015823475,37.66225,489.52365,6.184232,982.85345,313.3102,592.5218
96.51695214426684,-16.961714088729575,437.90466,,32.43285,,589.90625,30.969378000000003
88.11047814898895,-69.81175482954613,21.663317000000003,429.8628,251.91582999999997,618.83685,227.26547000000002,1032.3310000000001
323.0042132455926,-30.400120579964124,757.62,30.825272,789.94525,66.68675999999999,651.02655,4.110587600000001
238.857873022028,0.28879860876573754,10.667481,60.55133000000001,,,7.6741724,
239.0619674853991,0.7919485171719126,330.37332000000004,,52.732043999999995,7.4777702999999995,322.79645,10.046913
239.4903899400758,0.7389744236844367,38.130516,450.18906,,,12.579369,22.17879
237.54749781985797,0.958888632704342,,3.6288642999999996,,9.690626,,171.31673
59.18161301818489,32.9019489986854,48.23636,15.468913,473.8511,482.14822000000004,628.8983,
60.281904103284816,33.195800886125284,,354.69473,297.08792,362.77936,727.1276,28.24206
88.44149157342551,-30.640491185535048,5.315844,385.03867,234.40212999999997,64.54526,446.43215999999995,
187.775528020236,-61.3316632650002,132.54509,171.64316000000002,,,1154.1068,26.81648
272.2726967779419,-27.708159616206068,378.69305,328.5296,370.99588,49.164574,599.96185,6.0167269999999995
222.1746947614782,-60.57220169450217,596.3383,,969.60547,,409.1955,25.646538
275.66771067813585,-28.96073561495709,472.92984,7.635345500000001,662.8133,590.20105,163.14656000000002,11.117875
275.77712527016206,-28.838956136493263,253.95113999999998,560.8692599999999,3.9766011,1038.5198,3.3484476,15.466744
275.4122043662267,-28.874077814754397,836.6905,208.91266000000002,259.12936,44.48917,1702.4746,878.3968
275.5491871439877,-28.802695045029107,20.941734,7.194609599999999,7.670997,,3.9494510000000003,3.037197
265.21892061060396,-22.663576346165147,211.2331,364.87714,5.908174,7.744542999999999,5.4461319999999995,11.503833
78.96219202787061,-16.848493269413492,,10.057108,4.952289599999999,90.67990999999999,12.158773,28.852997
80.30903684602943,-16.828252723324628,613.2515,,,596.24286,,2443.8535
79.41786209824005,-16.983568111980716,,436.75742,227.2082,322.07773,611.5487,366.87857
217.66378638203503,-21.064282508400947,692.60767,40.99879,177.26288,14.648066,8.551965,4.342604
217.79315330608887,-21.482886144749397,10.319622,18.648314000000003,504.9724,,4.4485316,77.85507
182.81966530187,-19.973508958716174,2.4687912,459.82202,541.7368,3.388582,4.0352597,26.741384999999998
182.79802341315445,-19.96136856387398,56.52086,356.33176000000003,895.0652,149.02217,535.5809,4.7666426
277.8341615543788,-38.68799747000625,5.874325,264.12552,10.029152999999999,74.63826999999999,253.82294,5.4398613
10.398318910559773,-56.35382956637232,9.9163885,686.8925,6.2725515,14.319431,2.5525746,35.674397
10.542800551305849,-54.745579699955385,6.22384,439.34424,521.0625,216.77827000000002,13.734125,741.60284
5.61954494619568,86.33252829162426,10.40632,8.859558,413.11874,3.08986,,7.306126600000001
115.33061281518637,12.66013753761276,37.74694,761.8885,438.97182999999995,219.14551,29.33796,574.50854
116.05637385666071,13.233269457980606,448.07834,519.3279,952.0438,3.7424839999999997,13.272360999999998,2.9031394
258.1314463158742,-10.278122878938582,11.837174000000001,6.4196963,15.391067999999999,,,
75.4862290040752,1.1448596645083204,74.04134,810.591,292.94748,15.389423,7.149299000000001,9.016950999999999
70.35087534783422,32.705966336631825,32.42044,7.462515,73.5613,6.636753999999999,8.937685,
70.35087973434464,32.70555706099245,183.76973999999998,338.47742,469.5076,327.85275,7.826085000000001,368.2278
340.24523209282887,-46.20207292116,25.080757000000002,5.924856,,,,156.14465
340.8814825502393,-46.51992694941866,392.43924,292.31775,727.9524,532.4649,190.00826999999998,379.76724
67.80884038972877,58.968264046542046,15.001791,666.45374,56.646736,240.15845,420.13333,126.74571999999999
67.81353238473018,58.969751689777134,484.1645,387.92537999999996,17.05969,6.08458,30.299044,701.0763
266.66541047636065,-40.83942303247478,206.17574,348.5799,,6.350498,,4.790872599999999
266.576163521922,-41.040819712464426,841.65796,1241.1503,464.00622999999996,207.0002,12.130104,33.831165000000006
266.6416795149209,-41.085782980903026,4.617307,12.993762,9.038279,95.93937,25.978403,323.9605
266.664319971314,-41.00538951855165,10.121445,6.6615777000000005,400.9298,27.014053000000004,477.82703,243.1572
273.3295104367624,-15.253048087982366,267.79425,402.824,10.917810000000001,461.14172,17.346467999999998,505.29
273.2431924387078,-15.283546772149165,,,20.15737,702.1401,,243.28752000000003
273.29518377723844,-15.16975676272046,3.0428634,,,8.01556,5.857496,3.3365278
273.1562955953616,-15.221133900058547,13.856081,492.1814,15.749623000000001,382.72934,7.0539746,6.358852
261.94173123380267,-15.849284905466108,,6.398683,,328.69565,,
283.412327305988,10.530324894821646,4.243187,11.641539999999999,,,243.01257,466.66085999999996
283.38504138797674,10.3654384884414,439.31677,871.2221,40.053593,115.385544,167.08234,
267.1023947350866,-21.259791187475933,,,,480.69653,451.9048,
268.00608763017914,-17.898241891309507,165.46923999999999,176.1528,17.435156,,6.2273135,186.70654
268.0057607057904,-17.879459050616003,297.19672,355.98657000000003,9.09741,343.798,10.794444,
267.7614710645891,-18.05952516253738,191.96465,23.928766,,73.11702,,
267.91761035313806,-18.09348406436348,7.2340837,,3.3063443,7.401367,6.755308599999999,
268.17460835292417,-17.91139654851699,144.63808999999998,631.8707,144.1359,369.8782,66.96396999999999,111.68265500000001
268.09299086031933,-17.932966815101732,803.8928,669.8467,321.39676000000003,73.15966,24.166231,71.75686999999999
267.85971863416387,-17.957317692860297,61.190369999999994,,,495.91287,477.28795999999994,8.055766
268.12154581136053,-17.907240732589578,739.9222,379.10855,106.01208500000001,28.717308000000003,,
268.15861675920127,-17.915678752454447,10.843848,327.78403,1017.395,445.6039,146.7704,13.463299
267.88429807204955,-18.148889042586006,2.2480482999999998,973.9128,531.7908,86.11744,578.8567,1714.9349
47.36803001500715,-42.479276893866746,335.68448,379.5539,294.6107,192.75404,58.871596999999994,151.6841
48.37871321258064,-42.71242839248011,17.170507,,,4.6117125,23.860699,
49.26264276884349,-42.244149160672094,16.232960000000002,,,7.537812700000001,9.224647000000001,14.393023499999998
48.46048252629048,-42.78331741794656,8.705105,11.297881,8.961122999999999,3.2154849999999997,,801.60864
255.60607292670502,27.798609564787604,1320.5718,22.140938000000002,371.6193,,,
103.38514442404036,-26.69418547914079,2.3940535,8.229165,1264.6497,3.5631537000000004,,15.480919
103.1606189810486,-27.32629145005745,,42.1978,235.55199,8.282848,13.954009,3.8180413
103.17118266001621,-27.129401946870562,,25.103329000000002,298.62192000000005,35.651142,265.69226000000003,306.89694
75.02359880580141,79.80258289929364,659.418,750.39825,390.6072,236.93736,8.764507,588.0421
72.01943400348517,79.86992598846454,625.0840000000001,497.04699999999997,97.0735,290.87723,163.15295,11.660343
67.75254152502278,79.95978779714775,9.819951,13.234329,392.66254,12.007937,131.11123999999998,5.4122133
210.1706848511551,-82.2262919868317,7.229082000000001,79.68699000000001,5.504887,1051.5587,9.729576,155.96081999999998
185.0817547941062,-66.96670025915779,6.588880499999999,4.2520666,9.361241999999999,,,4.273287
122.9547670343116,16.522749122185882,4.703114,27.588669,,5.586683,5.1214437,27.761253000000004
131.84372787962764,-49.99948136590369,10.669925,135.55016,484.45786,369.2539,609.08374,269.6853
131.8438960152727,-49.99900642413309,442.52124000000003,314.5497,254.52159,422.68462999999997,9.611013999999999,589.9253
241.5559059948934,29.033717292632517,18.757820000000002,296.1411,8.077836999999999,14.182173,21.6458,20.372625
242.42591592128085,29.04968775512141,50.050243,,,,,
199.5060228820563,2.2334750058835904,223.09975,194.39768999999998,2.6666408,,15.021606,433.74707
8.022924281808844,2.3157712143779663,148.24605,33.79848,393.85184,401.10797,774.0189,415.55435
295.98052779124345,7.9817748939465085,5.769695,226.92822,3.5288355000000005,438.64745999999997,7.183563,722.2767299999999
296.4326290526044,8.227011689604224,323.7805,,472.85284,581.17834,271.24588,115.1572
277.26409740734977,26.743730106826643,285.07703,4.32748,,6.585036,,9.538336
301.49734003048826,13.685368720309349,131.27522,435.28918,11.124786,5.7244525,5.2538137,740.0725
300.25156263644567,12.79161979072849,,6.4149449999999995,439.52542,,,11.090266
300.0152847200325,12.909215187394604,139.11081000000001,443.75827000000004,220.38167,204.3873,463.4913,15.560893
345.234429650048,64.13726303006904,790.9845,884.86676,283.90227999999996,204.9265,,5.1679153
280.09751447167855,0.015976118728069342,13.045792,,10.953878999999999,15.558874,7.9859241999999995,7.4587699999999995
251.17462174851585,-30.599511216561545,,4.1141653,14.594675,7.882992999999999,10.914203,7.815488
251.48931973165747,-30.66918880017609,7.468533,,14.993967999999999,363.35257,,
251.34275023968286,-30.680202634834906,10.456259,,640.6345,8.568104,886.5887,
251.3814067417075,-30.70062210789296,124.162346,,536.186,76.03404,398.17786,526.2065
251.68750077683688,-30.6337227782458,28.80645,359.64232999999996,,6.3535023,,4.902080000000001
251.50001522886356,-30.58005693943788,,7.694480400000001,7.629622500000001,3.8328757000000007,367.8084,5.446616000000001
157.12697363433514,-79.34619243402234,121.16296000000001,459.2698,76.02753,334.96872,387.5633,288.93262000000004
211.07805834076942,-65.16055629246465,195.02508999999998,14.670518,13.546009,753.15265,,18.240126
149.75088000371105,-30.128642349890608,300.94417999999996,204.13132,482.05737,,,125.51805
150.27101831254828,-30.106922090806627,77.45379,7.6783529999999995,587.9396,7.917074700000001,7.5722084,342.0124
150.27176997573184,-30.10632322896527,482.0882,4.4322057,24.331160999999998,1233.0155,1024.3038,7.400599000000001
217.16755803709015,-65.88944350578639,21.689915,,3.620481,7.8285789999999995,21.406857000000002,
217.28116538168598,-65.96032644741365,120.10359,19.848233999999998,,543.51807,26.241153999999998,1457.842
216.46553962905347,-65.97234257388621,,7.986256599999999,1020.1662,,70.12509,9.077761
208.13721303224705,46.558023276998775,,56.48421,242.0139,503.74313,903.65216,626.2195
316.74773759417235,38.763411107191175,17.561394,,4.5701246,,,
316.752931475456,38.75563452356051,237.57347000000001,3.4872339,,69.83157,143.19173999999998,9.409353999999999
89.12013731173872,54.210514948053245,611.5311,138.7385,,15.144328,450.82242,34.447712
195.37395645160893,-14.68417366019169,628.5661,60.734978000000005,31.23815,48.928802000000005,,34.184456
194.42996144559018,-14.46262889563201,,19.90791,79.57545999999999,346.96115,1127.6956,65.886215
194.4315789300056,-14.46342265924823,19.202972,2.7843017999999997,15.707179,4.9582515,10.071552,24.83109
194.91437598297063,-14.29853800694864,786.1098599999999,1017.0965,375.6931,14.974641,5.705865,2.1502654999999997
280.6867590210569,4.655082055351074,946.3063400000001,8.827486,883.7451,561.6708,111.58225,4.718742400000001
280.6074455929944,4.676489052744596,783.84906,436.17975,107.90578500000001,1244.3905,9.965557,
280.54379929769266,4.715273669361752,5.1705084,17.022978,418.8947,328.14804,14.956482000000001,221.27517999999998
280.3350612191921,4.5580003216121385,,740.2681,297.9318,7.650118400000001,,27.847212
338.75962418320137,14.322901604041295,558.1629,11.157425,1054.0736,12.329492,,2.4323277
358.59458615126726,52.0344502612077,320.15167,200.94626,16.36457,14.4884615,252.47665,307.41547
358.81545887433623,51.92505984307272,33.559944,12.04153,350.0421,208.37653,1135.8987,3.988685
359.6115654790861,51.90766390336911,221.79932999999997,735.72876,510.42532,,,363.59415
267.7527387472775,-36.88208029570009,268.34112999999996,,58.367523,177.26683,881.3539,5.8394895
267.7495168798131,-36.930101945391385,41.985671999999994,17.331745,642.3083,229.39542000000003,567.01025,4.1470294
275.11301813079984,-22.455465415309273,213.8031,3.2374487000000003,,332.7242,20.07015,
284.9267344689722,16.25204474469786,10.854041,26.875185,36.267790000000005,500.2254,643.6964,11.437455
285.64150196196715,16.364729549960963,12.87536,17.84682,3.336813,239.55662999999998,216.8125,140.45087
285.3679552583438,16.3234147123142,652.0401,1432.5546,198.58557,21.93817,14.897848000000002,6.31261
285.7253364453884,16.443261324671685,514.1684,20.277098000000002,42.030476,2.1932666000000003,,2.2132883
150.8276823143535,-1.085353825842519,5.2002378,18.751143,6.424283999999999,9.086847,4.916082,657.7590299999999
265.8124812729506,-24.32518011427856,24.418676,33.908485,11.088322999999999,6.044194999999999,,
282.76180004294497,-4.741168869286524,78.504875,,,277.1137,642.17664,
63.633941525354054,26.2554107439968,7.972774,,7.675211,133.8999,353.90305,158.9744
303.35153416461594,22.46399037375818,,,3.2319436,5.363222,,9.728739
304.34282430462014,22.650361054179285,420.6138,245.6833,362.5604,11.668872,,8.895442
303.9951296108112,22.741530333382546,11.266679,15.008961,25.061562,9.326212,77.035164,253.92334
304.0558731069658,22.900739953220004,703.0279,908.0257,309.7317,71.15096,315.5732,303.57755
304.3029818682268,22.776066039276557,173.19388,17.9914,21.623114,,160.51619,630.8354
303.45143970687917,22.44060500923122,2.763623,9.291768,10.952994,6.965145,9.9689455,
296.45410383448416,35.543123571582925,421.1243,19.68564,367.69864,6.370399,343.55057,6.9776254
172.786755389629,-14.961821074899163,414.53598,20.155743,296.8208,252.55704,157.87996,879.4605
87.79668138908255,-46.64228510593336,,,,688.6827400000001,373.58002,2.5645688
87.18757300060032,-45.927392346976134,105.24831999999999,6.7974844,,10.798776,,713.7795
97.70127495865076,-57.106520888326045,148.54031,13.890908999999999,,364.39395,9.7399025,
97.46266859441812,-57.22431224219743,10.175105,320.15222,71.33639000000001,2171.0444,8.6620655,
91.42459890497177,-61.74853782730845,750.99786,151.40553,66.01787,356.3447,5.686464,242.09021
91.3985705794234,-61.75640641002527,642.71313,75.0279,216.83768999999998,9.189871,,15.001515
327.6566367222859,24.35901769926978,5.2146907,,532.66614,318.66388,747.3576,26.418133
154.24836152751828,71.17653770609857,742.60443,357.33693999999997,358.90775,83.56628,435.02777000000003,480.3562
159.23552173322818,71.1809797125243,6.2949433,21.193811,,15.353810999999999,1390.0583,18.695532
6.269378854620447,45.68828547577878,3.4460349999999997,381.17752,5.582178,6.786957000000001,4.525046,
6.457337957536036,46.27038996409106,289.2558,838.9873,233.17522999999997,156.8685,890.7369,162.51688000000001
7.356126071408813,45.451721579864035,4.5405416,10.16265,163.43833999999998,550.37085,286.9164,526.011
300.6735131041372,16.994338443414193,,6.6197843999999995,,162.40219,5.5379043,308.93048
300.86308100227626,17.013910652721734,311.97076,42.237076,447.51337,314.84372,400.2851,10.175811999999999
316.6644512130409,36.04075127436155,,248.84816,598.8548599999999,72.48624000000001,323.96997000000005,637.4631
316.8183081553901,36.481012207523065,820.0165400000001,1018.1982,18.768585,640.0036,420.64572000000004,442.26358
221.34728522773014,39.3143331042438,7.57693,390.95937999999995,180.05133,282.3993,,16.277742
