ra,dec,pmra,pmdec,CMC15[dm|r|ra|dec|t],Pan-STARRS DR1[dm|r|ra|dec|t],2MASS All-Sky[dm|r|ra|dec|t],SDSS DR12[dm|r|ra|dec|t],URAT1[dm|r|ra|dec|t],UCAC4[dm|r|ra|dec|t]
236.067557159352,6.425826685796823,138.57623155291884,46.91563620830218,1.12|10.287|236.070415|6.425466|2000.2,10.23|12.26|236.06577668|6.42292356|2012.2,1.29|2.384|236.066914|6.425679|2000.4,,nan|0.078|236.0675414|6.4258328|2014.1,nan|2.219|236.0669765|6.4256287|1991.2
237.51805122562263,6.2790360870701205,-399.91786173406166,-139.01684204112362,1.94|6.996|237.519908|6.279665|1999.4,2.7|1.567|237.51846925|6.27918586|2011.6,3.52|6.589|237.519795|6.279644|2000.3,3.03|5.142|237.519412|6.279515|2003.3,nan|0.769|237.5182589|6.2791125|2013.7,
230.62055121422625,-62.772441710910215,-8.044568504941912,12.521956758855865,,,4.33|25.721|230.621608|-62.779568|2000.2,,,5.61|12.78|230.6224803|-62.7758795|1988.2
198.8489271082827,-64.77204115563501,-8.819462787404165,2.8328339682584285,,,3.85|8.884|198.847124|-64.774384|2000.1,,,nan|7.237|198.8497086|-64.7700578|1991.5
195.8706432607363,-59.618450530593215,-12.115233598357394,1.6705403251979738,,,2.33|21.711|195.860844|-59.621876|1999.5,,,2.95|14.648|195.8777618|-59.6203634|1996.0
196.74728618187348,-59.54930621179818,-16.647881586433275,20.76274606034228,,,3.69|26.903|196.753371|-59.556118|1999.5,,,4.73|15.013|196.7482856|-59.5451667|1991.0
196.8965093111116,-59.272041678157755,-24.912779936763684,-56.78172350451341,,,4.19|19.871|196.896992|-59.277557|1999.5,,,5.13|21.68|196.9068771|-59.2749223|1994.4
195.60977887787536,-59.64776154820726,10.064812673639578,10.636141321325487,,,2.68|12.444|195.606571|-59.644714|1999.5,,,2.58|1.588|195.6095065|-59.6473464|1995.2
196.9185158006858,-59.28184518946139,-39.72071897147898,-43.078196112799795,,,4.1|6.852|196.922089|-59.282413|1999.5,,,5.67|25.658|196.9205462|-59.2888987|1997.7
196.2626471208645,-59.42320183859686,21.888783764885783,26.769802334326496,,,3.49|29.36|196.251558|-59.429085|1999.5,,,4.99|18.585|196.268788|-59.4273192|1996.9
196.2935582341568,-59.39215279552715,-27.92586397171696,-2.92019233311598,,,3.02|21.796|196.298594|-59.386665|1999.5,,,4.57|14.425|196.2914889|-59.3960173|1998.3
71.58376875858542,48.74498676110514,1019.3975419049652,-634.9643527144249,0.03|27.371|71.577531|48.738593|2002.9,0.74|27.402|71.57755322|48.73857326|2012.2,0.22|28.285|71.592782|48.75013|1999.9,,0.8|27.392|71.5775422|48.7385811|2013.6,0.8|27.556|71.5774448|48.7385684|2001.4
302.05122711678945,25.58938193040437,-31.252129326327623,-6.405657382320952,2.69|27.323|302.054729|25.596292|2004.6,0.14|28.984|302.0431432|25.59278989|2012.2,3.59|22.506|302.045202|25.592468|1997.8,,nan|0.329|302.0512942|25.5893147|2013.5,
302.22793653608824,25.6681208440936,-1.3690720766328914,-3.2453373160831043,2.89|9.186|302.229176|25.670424|2002.5,0.02|29.768|302.2258656|25.66007271|2012.1,2.34|16.801|302.232949|25.666933|1997.8,,nan|0.069|302.2279592|25.6681397|2013.6,nan|9.5|302.2292009|25.6705098|1989.4
299.73468148893807,23.71674799527866,13.775126165447073,4.127918927082848,5.17|11.865|299.731377|23.715461|2003.9,0.05|10.757|299.73241244|23.71461236|2011.9,4.44|19.335|299.739636|23.713869|2000.3,,4.05|11.744|299.7314067|23.7154828|2013.7,nan|11.802|299.7313945|23.7154675|2000.7
302.2992339209728,25.87254699374777,-1.7492839698263132,-10.19708655370783,0.97|22.035|302.305963|25.871615|2001.4,0.09|14.304|302.29896149|25.86858776|2012.2,1.92|26.283|302.297724|25.865381|1997.8,,nan|0.094|302.2992147|25.8725647|2013.7,
302.21936408221507,25.43680202549057,-4.561644929590098,7.065479421299942,3.41|23.14|302.226413|25.437743|2004.6,0.22|14.662|302.21837874|25.43283495|2011.8,3.86|24.037|302.215079|25.442245|1997.8,,nan|10.741|302.2223969|25.4356108|2013.7,nan|16.993|302.2215424|25.4411017|1998.1
299.7049164569404,23.64219064983202,-163.18700967322366,-63.97881588098796,0.65|2.156|299.705533|23.642412|2003.1,3.81|16.299|299.70194943|23.63858026|2012.1,0.5|20.627|299.702517|23.636908|2000.3,,nan|0.351|299.7050192|23.6422386|2013.6,nan|2.457|299.7056318|23.6424067|2000.0
121.22331435721115,27.08498847210721,-267.6574993455141,-212.12573094991225,0.39|4.644|121.224453|27.085787|2001.7,1.61|1.347|121.22364032|27.08522503|2011.5,2.56|5.607|121.224684|27.085958|1998.9,7.9|27.148|121.229691|27.089952|2002.0,1.7|0.582|121.2234505|27.085095|2013.8,1.7|4.825|121.2244939|27.0858217|2000.0
123.11213347183089,27.75749095223028,144.4152119229461,-167.17442693686831,0.64|3.203|123.111483|27.758159|2001.2,1.85|0.186|123.11209843|27.7575218|2012.0,0.72|26.598|123.104729|27.760889|1998.1,2.09|3.071|123.111506|27.758128|2002.0,1.97|0.419|123.1120605|27.7575781|2013.8,2.05|3.208|123.1114498|27.7581345|2000.0
313.50686393410894,-32.64025875393401,273.84918214468183,-201.52616925486484,0.55|3.081|313.506053|-32.639743|2006.3,nan|0.172|313.50681883|-32.64023065|2014.6,2.76|5.732|313.50535|-32.639305|1998.6,,,1.92|5.342|313.5054733|-32.639347|2000.0
314.15885689405155,-32.06864178406663,42.7397862839983,-58.811890915379855,0.89|0.362|314.158759|-32.068586|2008.1,3.91|25.272|314.15093956|-32.066585|2014.2,1.12|25.261|314.150927|-32.066631|1998.6,,,
315.0780510488755,-32.610609777135195,-73.8304398741188,-69.93048149755023,0.86|17.588|315.073013|-32.613017|2007.1,1.39|17.867|315.07293948|-32.6130652|2014.5,0.49|17.746|315.072969|-32.613041|1998.6,,,nan|17.934|315.07291|-32.6130589|1968.8
273.44635634376925,-27.42532109626736,-38.176411234690725,21.790800748582168,2.6|4.838|273.445002|-27.424728|2003.5,0.04|23.434|273.44521022|-27.43174391|2012.0,4.61|26.953|273.438185|-27.427147|1999.4,,,nan|3.627|273.445778|-27.4261784|1990.7
241.4219563043054,-55.94703425978921,29.00188297766873,-31.320595387348448,,,3.74|22.496|241.42768|-55.941662|2000.1,,,nan|10.186|241.4183495|-55.9450567|1994.4
209.64340324880402,-23.127846438848447,-83.34583595996209,76.94717867991888,0.22|1.905|209.64395|-23.128034|2003.8,1.5|0.748|209.64362857|-23.12790616|2012.6,1.14|24.91|209.642943|-23.134752|1999.1,,,1.13|2.276|209.6440095|-23.1281587|1991.0
288.82938995578104,-0.9396278883958298,-25.07552262176981,-21.565919262954782,3.29|12.628|288.829942|-0.943087|1999.4,0.24|15.057|288.82542737|-0.94094297|2012.2,3.25|4.504|288.828918|-0.940778|1998.8,,4.27|20.883|288.8326489|-0.9348183|2013.7,4.27|21.043|288.8326603|-0.9347723|2000.5
268.6274792173209,-34.862574579030266,-53.17901015631614,38.613427509199354,2.54|6.035|268.629082|-34.861521|2005.4,,4.38|28.708|268.635296|-34.867317|1998.6,,,nan|10.0|268.6308721|-34.8626253|1980.8
119.45111427630457,-36.58730605626255,26.947008640183377,-243.6840901305228,,,1.19|19.286|119.452621|-36.582092|1999.1,,,
322.4904909811013,21.299487781258744,38.33835999677436,-157.31665039329064,0.51|2.271|322.49031|21.300099|2001.3,1.74|0.116|322.49049013|21.29952432|2012.4,1.71|10.743|322.489433|21.296679|2000.4,,1.85|0.326|322.4904656|21.2995783|2013.5,1.83|2.166|322.4903459|21.3000778|2000.0
342.08209990511256,39.399196298868134,12.817113288716245,2.8029680485537503,,0.22|28.704|342.07179668|39.39895027|2012.5,,,,
268.01463271936865,10.30723401003286,-79.61370639839005,-72.19633027340015,0.62|1.331|268.014909|10.307496|2003.3,1.91|0.07|268.01465087|10.30725475|2012.7,0.85|23.811|268.008228|10.305248|2000.4,,2.02|0.191|268.014679|10.3072747|2013.7,nan|1.672|268.0149789|10.3075612|1996.2
267.34618089359157,10.33869826416706,-62.83923286041748,-32.99573212789505,0.09|0.883|267.34641|10.338813|2003.3,1.61|0.011|267.34618984|10.33870282|2012.9,1.22|1.153|267.34646|10.338878|2000.3,,1.41|0.107|267.3462117|10.3387203|2013.9,1.43|1.092|267.3464609|10.3388428|1990.6
267.3221514458584,-34.845837213873956,155.86424039011294,-175.40507795162844,2.7|23.58|267.31461|-34.843708|2005.4,,5.18|20.467|267.315733|-34.847954|1998.6,,,nan|3.919|267.3212527|-34.8466262|1995.0
26.330547221989995,67.79974979692972,3.519542223671201,5.297226387322183,,1.69|0.131|26.33047269|67.7997518|2010.9,1.14|16.454|26.341618|67.79789|2000.7,,1.8|0.061|26.3305269|67.7997431|2013.4,1.8|0.126|26.3304915|67.7997303|2002.9
315.0932596894281,-9.242981103776646,17.954743753103415,-57.682139195651295,0.51|0.751|315.093169|-9.24279|2002.8,0.22|6.359|315.09503933|-9.24321038|2012.0,2.92|1.087|315.093193|-9.242682|1999.5,,0.2|6.539|315.0950978|-9.2431458|2013.7,nan|0.921|315.0931974|-9.2427287|2000.4
315.77780655102936,-8.809167269806894,-21.34567300296253,-14.526567401719436,4.5|20.57|315.783377|-8.807609|2007.7,0.89|27.5|315.78554035|-8.80934515|2012.7,4.43|18.325|315.775097|-8.813487|1998.8,,,nan|20.448|315.7833318|-8.8075762|1993.6
315.0951045258992,-9.243186610062466,8.143876958601384,-52.42265372381757,0.44|0.8|315.094992|-9.242992|2002.8,1.65|0.274|315.09503933|-9.24321038|2012.0,1.06|7.046|315.093193|-9.242682|1999.5,,1.67|0.134|315.0950978|-9.2431458|2013.7,nan|0.998|315.0950098|-9.242922|1999.8
177.72362524442417,-68.14565040641182,-33.00986434720648,-32.17106702386436,,,4.18|12.693|177.727974|-68.142517|2001.1,,,3.73|29.655|177.7432309|-68.1494884|1977.2
75.39596543259577,7.945330901195465,54.606303339217135,15.049293261483006,0.01|10.361|75.398393|7.943734|2001.5,0.87|10.492|75.39840958|7.94369322|2012.7,0.49|24.453|75.389155|7.946067|2000.0,,nan|0.168|75.395927|7.9453139|2013.5,nan|10.208|75.3983306|7.9437181|1990.1
76.38748589472796,8.606792339690127,110.95821885334722,-74.57449951797513,1.17|15.291|76.39116|8.609|2000.9,0.11|15.397|76.39122016|8.60895782|2012.9,1.27|19.155|76.382228|8.605686|1999.9,,nan|0.285|76.3874247|8.6068294|2013.7,
213.98497362218697,36.278350615503825,13.736313093919605,303.1573898424523,0.6|4.286|213.984889|36.277163|2001.4,1.84|1.97|213.98477757|36.2778281|2011.6,2.76|5.229|213.984885|36.276901|1998.3,2.41|3.687|213.984843|36.277333|2003.5,1.96|0.486|213.9849675|36.2782167|2013.8,1.96|4.003|213.9848886|36.277242|2000.0
60.419203375278215,42.6917246071292,0.4773852952210538,16.088564853002904,0.53|0.229|60.419173|42.691665|2003.0,1.73|0.183|60.41922415|42.69167085|2011.5,2.34|28.787|60.415241|42.684277|2000.0,,2.03|0.095|60.4191794|42.6917144|2013.5,1.87|0.262|60.4191924|42.69165|2002.6
27.00175479428948,56.01093029858924,27.26929755554818,129.27653203193762,,0.41|28.365|27.0157838|56.01177152|2012.1,0.16|20.2|27.00999|56.00771|2000.7,0.45|28.353|27.015776|56.011782|2004.7,0.14|15.998|27.0051669|56.0069122|2013.4,nan|0.328|27.0017636|56.0108389|1993.8
26.55314960381926,56.0747979281209,-144.05851002639798,8.117543617974501,,0.34|28.956|26.56491838|56.07014364|2012.1,1.2|28.967|26.564922|56.070141|1999.0,0.39|28.882|26.564908|56.070171|2006.0,0.59|28.962|26.5649236|56.070145|2013.4,0.38|28.926|26.5649224|56.0701612|2003.2
26.39241774765624,55.92488736145295,212.38205466525142,-198.93590530993248,,1.67|0.966|26.39207774|55.92506692|2012.3,1.6|22.387|26.385266|55.920139|1999.0,2.24|2.88|26.391394|55.925436|2006.0,1.97|0.617|26.3922023|55.9249997|2013.5,1.74|3.76|26.3910474|55.9255859|2000.0
236.95049389097042,-28.39718393936257,-10.394877031608297,10.604843346034313,0.79|0.139|236.95047|-28.397206|2005.0,0.35|0.092|236.95047747|-28.39719305|2012.1,2.45|0.434|236.950373|-28.397219|1999.3,,,3.87|12.796|236.9542639|-28.39848|1995.8
235.84801246093318,-28.985118512035907,-4.486978055822702,-9.112221131704393,3.75|5.719|235.846583|-28.984146|2005.5,0.18|23.924|235.85147486|-28.97919608|2012.6,4.37|19.849|235.849358|-28.979727|1999.3,,,nan|22.59|235.8518748|-28.9904084|1976.2
160.5565430308952,-13.788455254948644,234.48051977488075,-172.3401900426964,0.25|2.643|160.555944|-13.788021|2006.2,5.43|3.549|160.55603945|-13.78931116|2010.1,0.98|4.988|160.555403|-13.787636|1998.2,,,nan|4.53|160.5555062|-13.7877145|1991.2
159.12757359671744,-13.843186637259135,-163.86860363332946,22.616020649645826,0.01|1.748|159.128078|-13.843246|2005.2,0.89|2.366|159.12825224|-13.84327582|2001.2,1.35|2.943|159.128415|-13.843304|1998.2,,1.69|0.205|159.1276375|-13.8432067|2014.3,1.69|2.562|159.1283074|-13.8432867|1991.2
158.572048410865,-14.042103072674534,-3.8641777200345517,-67.423783099326,0.48|0.703|158.572075|-14.041913|2004.1,1.7|0.071|158.57204605|-14.0420901|2011.9,2.66|1.11|158.572058|-14.041799|1998.2,,1.83|0.021|158.5720608|-14.0421106|2014.3,1.83|1.046|158.5720692|-14.0418173|1989.8
45.666861628710826,-42.81848937750027,143.09908783487631,219.3840810211907,,,1.65|17.097|45.672237|-42.82114|1998.9,,,nan|4.239|45.6660106|-42.8194895|1996.4
272.5950142683831,-47.85980764004651,69.14538166932746,-73.85061850269965,,,0.05|16.457|272.601683|-47.858837|1999.4,,,0.08|22.789|272.6016442|-47.8552923|1972.3
271.6981733329628,-48.41081235281787,-35.2610109768475,6.204516529226392,,,3.64|24.772|271.69683|-48.417629|2000.4,,,6.43|10.723|271.6938903|-48.4099381|1997.5
287.0234349656752,0.14410293855574044,-20.882495858500246,15.414163967763985,2.01|26.074|287.017755|0.148595|2003.3,0.18|17.81|287.02242044|0.13926819|2012.1,3.03|10.094|287.025981|0.142921|1999.6,,nan|4.063|287.0244958|0.1437069|2013.5,nan|29.972|287.0302098|0.1392609|2000.5
286.87369849135126,0.15011478080594642,-15.695345281564975,-8.537960189837282,2.41|29.438|286.865558|0.150824|2003.3,0.02|27.501|286.87640104|0.14297327|2011.8,3.37|11.912|286.874431|0.153349|1999.6,,4.1|29.871|286.8692997|0.1430892|2013.8,4.27|28.069|286.879408|0.1448042|2000.3
176.673589536333,-47.45076093118006,-9.486027889281207,-4.246238511770764,,,5.59|9.515|176.669752|-47.451221|1999.3,,,3.65|9.602|176.669703|-47.4511684|1968.5
38.081331927902994,-57.769980682572545,91.29944566853509,-12.156751333204884,,,3.14|1.391|38.080608|-57.769943|1999.8,,,2.22|1.354|38.0806245|-57.7699639|1982.9
34.727730425295285,-58.638849438203295,40.051067493735964,11.897252098464836,,,1.66|11.808|34.721453|-58.638538|1999.8,,,
39.627051299423115,-56.78279171871796,9.531707158026824,56.3258764066664,,,1.66|0.849|39.627006|-56.783028|1999.8,,,1.01|0.883|39.6269665|-56.7830345|1986.1
270.07202017245805,-28.446439018201215,36.12273724030588,30.265345197842073,0.97|17.745|270.066988|-28.444275|2003.4,0.02|18.131|270.07022622|-28.45121426|2012.4,3.59|10.917|270.071906|-28.443403|1999.5,,,nan|3.888|270.0731786|-28.4468114|1995.3
270.0391417518163,-28.480417035179208,-11.704507598089574,13.105225028269794,1.84|26.262|270.047311|-28.479087|2003.4,0.1|8.316|270.04118004|-28.47894488|2012.1,4.99|17.512|270.040287|-28.485172|1999.5,,,nan|5.462|270.0407909|-28.4808806|1998.8
270.07846911802125,-28.468636795395174,5.947599192617804,16.08385845934947,1.31|21.126|270.07917|-28.474468|2003.4,0.01|15.956|270.08311148|-28.47037632|2012.1,4.87|28.906|270.074073|-28.475666|1999.5,,,nan|10.595|270.0807639|-28.466482|1999.2
342.7445435759499,54.141904177952526,-189.9507797733904,-104.92792544865604,,0.39|1.865|342.74501756|54.14235017|2012.3,1.38|3.193|342.745888|54.14233|2000.4,,0.79|0.395|342.7447131|54.1419683|2013.5,1.63|3.335|342.7459477|54.1423484|1991.1
343.5645482291145,53.68629039751792,-62.87397474743194,-39.54433481256449,,0.09|0.473|343.5646773|53.68618268|2012.4,2.37|26.846|343.55365|53.690018|1999.8,,nan|0.284|343.5646058|53.68622|2013.3,nan|11.566|343.5591509|53.686055|2003.1
268.1794734347983,-33.75813285129675,-6.266604646684092,8.728759470585615,3.39|9.919|268.181793|-33.756153|2006.5,,4.33|20.874|268.181735|-33.75264|1998.6,,,nan|8.462|268.176963|-33.7591953|1999.2
115.30931236163046,1.3786219058031033,79.63618034285538,-87.8837268738159,0.79|1.585|115.309022|1.378941|2002.3,2.2|0.14|115.30929232|1.37864424|2013.1,1.05|19.322|115.307476|1.383657|1999.9,2.46|1.972|115.308952|1.379023|1998.9,nan|0.221|115.3092728|1.3786564|2013.8,nan|1.952|115.3089515|1.3790148|1991.6
45.54158888256168,19.520381057505084,236.6611977819688,-29.065938552495947,0.65|3.311|45.540628|19.520486|2001.6,1.76|0.404|45.54147889|19.52036795|2012.6,2.74|3.472|45.540583|19.520506|2000.9,2.47|2.593|45.540838|19.520461|2004.7,1.86|0.522|45.5414456|19.5204031|2013.4,nan|3.461|45.5405853|19.5205|2000.0
45.703204530540866,19.44702101261745,-64.87929375962389,-302.13621609563154,0.61|4.419|45.703496|19.448217|2001.1,1.8|0.205|45.70321827|19.44707548|2013.0,2.8|5.172|45.703568|19.448416|1998.9,1.7|3.334|45.70341|19.447926|2004.7,1.63|0.697|45.7032526|19.4472089|2013.3,nan|4.52|45.7035224|19.44824|2000.0
47.90806427298896,19.726649141712574,156.00824378472885,-6.223723006045449,0.83|2.187|47.90743|19.726703|2001.1,8.18|11.279|47.90986757|19.7240083|2011.9,1.22|2.464|47.907346|19.726671|1998.8,,nan|0.305|47.9079828|19.7266536|2013.9,nan|2.44|47.907353|19.726672|1991.2
46.39926520472006,19.56850425911423,167.28436371748376,-18.389069828394,0.69|2.452|46.398554|19.568566|2001.1,1.88|0.13|46.39923575|19.5685072|2013.1,2.94|2.892|46.398426|19.56859|1997.8,2.1|1.457|46.398848|19.568556|2006.8,1.93|0.386|46.3991606|19.5685142|2013.4,nan|2.379|46.3985753|19.5685637|2000.0
45.95456142313578,20.110588253668077,31.663445023460717,-64.96640868210707,0.04|0.838|45.954472|20.1108|2003.5,0.75|0.06|45.95455676|20.11059744|2012.9,1.63|1.41|45.954352|20.11092|1997.8,1.19|0.987|45.954403|20.110811|2006.8,nan|0.143|45.9545528|20.1106225|2013.7,nan|1.152|45.9544153|20.1108712|1986.5
183.47597683788263,-62.64851705163415,-558.2034451927193,142.02590790536317,,,1.21|7.436|183.479799|-62.647419|2000.3,,,nan|10.1|183.4819386|-62.6491614|1997.7
232.07541067821705,-21.298534247585856,256.2432413133414,-249.73365609338688,0.92|4.3|232.074503|-21.297696|2003.4,2.27|1.68|232.07504835|-21.29821775|2010.8,1.1|19.598|232.073852|-21.303776|1998.3,,,nan|7.809|232.0737815|-21.2969898|2000.0
244.1250726921692,-56.18728052315966,74.50426486283051,74.45366100743641,,,3.83|13.576|244.118582|-56.186218|1998.6,,,nan|7.748|244.126253|-56.1852248|1998.4
7.3403257285941015,20.670139086101962,35.150612347659695,18.279409230126085,0.05|0.328|7.340262|20.67008|2000.9,0.34|0.26|7.34034773|20.67006988|2010.7,1.09|0.441|7.340235|20.670061|1997.8,2.8|0.163|7.340301|20.670108|2009.8,0.38|0.109|7.3403331|20.6701106|2013.3,0.38|0.378|7.3402459|20.6700764|1986.0
9.171258228150373,21.14787106536292,196.54091954111152,3.818127306431943,0.01|2.986|9.170378|21.147845|2000.4,1.18|1.093|9.17097346|21.14774129|2012.7,1.95|2.889|9.170409|21.147812|2000.9,1.37|1.246|9.170896|21.147857|2009.8,1.26|0.404|9.1711468|21.1478636|2013.3,1.26|3.083|9.1703492|21.1478464|2000.4
113.34724373221634,-28.141939252942176,13.535395916757775,-8.679429536082669,3.86|24.183|113.340107|-28.144281|2006.6,0.08|19.207|113.35328325|-28.14234794|2012.1,4.08|24.64|113.340889|-28.138023|1999.1,,,4.06|24.627|113.3549609|-28.1411925|1972.9
227.3317791739892,-19.963566670888145,-500.7699342690944,-271.8927502927378,0.01|5.109|227.333118|-19.962893|2006.4,1.07|0.256|227.33185317|-19.963529|2013.3,1.81|9.661|227.334288|-19.962269|1998.4,,,1.1|8.8|227.3340727|-19.962397|1998.9
105.26570553181983,-13.645887405739446,-64.03852062632451,73.64190290414189,0.63|0.951|105.2659|-13.646084|2005.7,1.87|0.038|105.265714|-13.64588316|2012.7,0.58|25.448|105.265966|-13.652958|1998.9,,2.04|0.118|105.2657353|-13.6459169|2014.1,2.04|1.489|105.2659936|-13.6462031|1999.8
243.541156495837,-16.035699725269676,-13.782320549991784,-12.737437502928875,3.4|24.793|243.537141|-16.041395|2003.3,0.1|4.293|243.54005597|-16.03515965|2012.0,2.6|0.614|243.541304|-16.035801|1999.3,0.14|4.34|243.540041|-16.035159|2005.4,,4.15|28.548|243.5479798|-16.0312262|1997.3
293.52893192588886,-24.931573685639876,-52.90587151837109,-26.917270198298343,0.42|6.911|293.530906|-24.930859|2007.4,0.16|27.572|293.53427692|-24.93750241|2012.1,0.13|25.013|293.535425|-24.935266|1999.4,,,0.15|27.465|293.5342521|-24.9374825|1993.2
294.6538818520003,-24.28260328853487,45.06688780928033,82.88177913560875,0.52|0.969|294.653768|-24.282843|2004.5,1.76|0.114|294.65385873|-24.28261382|2010.4,2.68|1.413|294.653744|-24.282967|1998.5,,,1.84|1.327|294.6537392|-24.28294|1996.0
104.03615178657715,22.193240675992346,-170.69632611352318,-160.7024665371541,1.14|2.636|104.036743|22.193728|2004.2,2.77|0.756|104.03631921|22.19338314|2012.3,3.61|3.654|104.036974|22.193913|1999.8,,nan|0.46|104.0362575|22.1933239|2013.4,
104.54918396376782,22.476304525880398,48.30239212780272,97.55501078913635,0.36|1.658|104.549061|22.475854|2002.4,1.08|1.557|104.54896903|22.47591757|2001.3,1.04|1.914|104.548938|22.475821|1997.9,,nan|0.215|104.5491692|22.4762422|2013.6,nan|1.664|104.5489603|22.4758884|1991.2
187.15588043325766,-44.48929704106814,221.43906686067368,-186.3076903710088,,,2.8|26.471|187.158103|-44.482117|1999.3,,,
187.48866579562264,-44.225062957024704,-349.9786872538974,-138.74169894595485,,,0.35|27.316|187.481697|-44.23077|1999.3,,,1.39|27.237|187.4817409|-44.2307684|1992.4
267.8523400945853,-29.71228530004485,1096.138109850235,-625.533356640771,2.46|3.91|267.853455|-29.712785|2003.5,0.13|23.609|267.85048256|-29.70592524|2012.3,4.97|10.026|267.851938|-29.715042|1998.5,,,nan|6.394|267.8521924|-29.7105089|1997.3
268.08065761593565,-29.72678690707427,-15.613859555255587,5.436689181340654,1.77|16.373|268.085893|-29.726504|2003.5,0.01|15.544|268.08549649|-29.72576006|2012.5,4.38|16.142|268.077765|-29.723072|1998.5,,,nan|2.431|268.0804606|-29.72613|1984.7
66.21272443915615,1.1135981719482293,135.6017159276698,12.862130704060919,0.84|2.1|66.212148|1.113567|2000.0,1.28|25.569|66.20595628|1.11573146|2012.8,1.83|17.65|66.209877|1.117581|2000.1,0.1|27.967|66.205225|1.115603|1998.9,1.15|26.058|66.2057858|1.1156381|2013.7,1.15|27.83|66.2052627|1.1155967|1993.7
67.57007576764397,0.979596618136133,83.40944505436731,-67.25881673208296,0.0|1.768|67.569705|0.979907|2000.0,2.01|1.6|67.5697445|0.97988168|2001.1,2.04|1.46|67.569741|0.979812|2000.1,1.34|1.844|67.569674|0.979902|1998.9,1.31|0.265|67.5700175|0.9796275|2013.8,1.31|1.706|67.5697115|0.9798878|1991.2
66.20586177649272,1.1156506528901828,136.65166985246867,9.000802141684982,0.33|2.234|66.205249|1.115604|2000.0,1.58|0.44|66.20595628|1.11573146|2012.8,0.45|23.808|66.212137|1.113536|2000.1,1.75|2.149|66.205273|1.1156|1999.8,1.71|0.298|66.2057858|1.1156381|2013.7,1.71|2.187|66.2052627|1.1155967|1993.7
275.2054053096013,27.530737801193503,42.24269395877955,88.94015265028614,0.28|1.47|275.205269|27.530355|2001.4,0.81|1.564|275.20527248|27.53032683|2001.2,1.11|1.688|275.205246|27.530298|2000.3,,nan|0.207|275.2054|27.5306869|2013.8,nan|1.593|275.2052324|27.5303303|1991.2
347.7056420289344,-29.91782912763623,450.92383764080256,-25.874686210703178,0.05|4.088|347.704337|-29.91777|2006.5,1.11|1.018|347.70532087|-29.9177975|2012.8,1.42|7.549|347.703231|-29.917692|1998.5,,,1.49|7.24|347.7033289|-29.9177125|2000.0
267.81586957326084,-36.49767445326266,21.92677942199189,14.89415676237478,2.26|27.619|267.814388|-36.505247|2007.5,,3.78|27.944|267.825532|-36.497818|2000.4,,,nan|10.611|267.8174895|-36.5003167|1996.1
224.61870495876687,1.8144859780579847,-70.36984966533669,-65.99761143648574,0.65|1.512|224.619042|1.814747|1999.3,1.89|0.264|224.61876564|1.8145373|2012.2,2.95|1.342|224.618995|1.81473|2000.3,2.22|1.508|224.619021|1.81477|2000.3,2.05|0.127|224.6187299|1.8145181|2013.8,2.08|1.393|224.6189898|1.8147567|2000.4
225.05831654408595,2.039739878867328,96.82532383682295,-165.5542550981676,0.3|2.098|225.058025|2.040243|2004.3,1.5|0.134|225.05829504|2.03976702|2011.6,2.4|2.966|225.057853|2.040419|2000.2,2.62|2.598|225.057866|2.040301|2000.3,1.59|0.352|225.0582643|2.0398206|2013.8,1.6|2.928|225.0578615|2.040412|2000.0
54.607952529485424,-29.737898095206113,182.82253208699828,-56.49522106502729,0.69|1.954|54.607343|-29.737794|2004.9,1.4|20.002|54.61124978|-29.74266466|2013.9,0.19|19.836|54.611232|-29.74262|1998.9,,,1.15|19.918|54.6112303|-29.7426475|1992.9
113.62757315349705,-29.8364322697665,-10.214116347801562,1.0038307712847434,3.33|27.229|113.625731|-29.84383|2006.1,0.01|18.885|113.63351956|-29.83742166|2011.8,4.31|23.585|113.620349|-29.838331|1999.1,,,nan|1.731|113.6274121|-29.83598|1968.0
351.8006840396505,24.169262691312515,46.35659076756238,-20.70636765071388,0.16|6.345|351.802502|24.168648|2001.3,0.24|28.697|351.79290324|24.16565539|2011.9,1.14|6.281|351.802488|24.168665|1997.9,0.3|28.651|351.792902|24.165686|2008.8,0.34|28.666|351.7929066|24.1656681|2013.3,0.34|28.558|351.7929362|24.1656814|1998.0
96.1290697330262,38.56877399954401,87.3443726645924,-92.0525094979958,8.34|25.558|96.128874|38.575866|2005.0,0.17|1.853|96.12841966|38.56875034|2013.9,0.99|2.157|96.128545|38.569199|1998.8,,nan|0.256|96.1290078|38.5688139|2013.8,2.18|2.002|96.1285874|38.5691712|1991.2
177.07881199099893,-12.103221185595539,-258.6813471756228,29.255237405919623,0.42|3.15|177.079709|-12.103319|2003.4,1.59|1.055|177.07911732|-12.10325712|2011.2,1.58|27.661|177.071116|-12.104742|1998.2,,1.72|0.352|177.0789167|-12.1032472|2014.2,1.72|3.809|177.079883|-12.1034195|2000.0
176.43115147333026,-11.622553697085277,-114.74551683115988,-28.63053148262825,0.09|1.413|176.431553|-11.622485|2003.6,1.06|0.538|176.43106794|-11.62243657|2012.2,1.63|2.095|176.431731|-11.622399|1999.1,,0.96|0.169|176.4312038|-11.6225397|2014.2,0.96|1.881|176.4316786|-11.6224381|1994.1
