ra,dec,pmra,pmdec,CMC15[dm|r|ra|dec|t],Pan-STARRS DR1[dm|r|ra|dec|t],2MASS All-Sky[dm|r|ra|dec|t],SDSS DR12[dm|r|ra|dec|t],URAT1[dm|r|ra|dec|t],UCAC4[dm|r|ra|dec|t]
148.18849190213896,55.47119680564922,298.9225142531606,-201.23078353400882,,1.45|1.473|148.18808902|55.47153058|2013.0,2.37|5.68|148.186153|55.472046|1999.9,1.94|4.902|148.186503|55.471954|2002.1,1.6|0.62|148.1882547|55.4712981|2013.8,1.6|4.508|148.1866268|55.4718617|2000.0
147.12224614024836,54.65413164578352,-407.4018896187573,-80.01254956045054,,1.56|1.835|147.12311503|54.65421759|2011.0,2.48|6.292|147.125213|54.654461|2000.1,3.68|6.007|147.125064|54.654487|2001.1,1.84|0.726|147.1225867|54.6541744|2013.8,1.75|4.982|147.1245995|54.6543803|2000.0
263.279845792477,36.115978895115,13.218792823592253,-155.43544462875673,1.6|13.458|263.276375|36.118453|2001.4,1.34|13.207|263.27644285|36.11840971|2012.3,2.84|13.311|263.276456|36.118465|1998.4,1.3|13.277|263.276434|36.118431|2005.4,1.12|13.229|263.2764344|36.1184114|2013.5,2.98|26.382|263.2809503|36.1087098|2001.5
106.48797563030152,10.250472527696193,-133.69343106437026,-11.284220265689733,0.14|1.837|106.488499|10.250509|2001.5,1.32|0.173|106.48795461|10.25050635|2014.8,2.12|28.121|106.485643|10.243002|1999.9,,1.48|0.182|106.4880317|10.2504794|2013.9,1.48|2.082|106.4885671|10.250522|1997.4
343.66396306927857,-70.07339574634105,-43.479075151559,73.02750001672014,,,0.84|1.393|343.664543|-70.073723|1999.9,,,nan|1.329|343.6645118|-70.0737087|1991.2
356.9083706757093,-23.26861116148878,155.4636076966609,-66.17621549494127,0.07|2.237|356.907725|-23.268436|2004.6,1.38|1.138|356.90803084|-23.26861573|2011.9,3.43|3.332|356.907412|-23.268335|1999.5,,,1.36|3.01|356.9075039|-23.2683656|1992.3
357.0810995432574,-23.23436163804543,-265.41785750381854,-171.12397650982047,0.54|1.919|357.081584|-23.23406|2009.6,1.75|0.996|357.08135989|-23.23421388|2012.5,2.71|5.067|357.082386|-23.233589|1999.5,,,1.92|5.034|357.0823818|-23.2335998|1999.6
356.61060585238505,-23.02814013399361,-148.09117359101626,-40.449828309508135,0.05|0.944|356.610874|-23.028039|2009.6,,1.38|2.664|356.611359|-23.027868|1999.5,,,nan|2.45|356.6113018|-23.027897|1991.1
98.55175223599407,9.365773550077707,21.437578786858502,12.392594346280505,1.22|28.651|98.544406|9.36904|2000.9,0.07|28.56|98.54447823|9.36913423|2012.6,1.93|23.81|98.549163|9.35967|1999.8,0.16|28.53|98.544487|9.369133|2007.9,3.03|24.556|98.5536231|9.3723361|2013.8,3.03|24.527|98.5536189|9.3723289|2000.1
125.69457905672785,-57.44596848814229,-372.2394179656489,481.3256704145568,,,1.62|9.445|125.699459|-57.445866|2000.0,,,nan|9.898|125.6996968|-57.4459975|1998.9
125.69650289757816,-57.44398465198535,-371.1547788530604,437.04977061098504,,,1.62|17.298|125.705415|-57.444351|2000.0,,,nan|9.502|125.6996968|-57.4459975|1998.9
182.99607692154282,-58.436619756467934,3.3321371089873795,7.475038370994978,,,4.07|23.84|182.983448|-58.43684|2000.1,,,5.92|16.499|182.9967609|-58.4411917|1997.6
255.46269811477347,-26.38088093799916,-9.9961669254703,3.815558881065855,3.41|6.787|255.46114|-26.379617|2003.5,0.02|12.659|255.45879647|-26.38056664|2011.5,3.54|22.054|255.458475|-26.376064|1998.5,,,4.19|28.586|255.4688045|-26.3751139|1990.7
313.1614807463063,-37.352747162137135,195.95722204927952,-107.18716567867205,0.59|1.752|313.160927|-37.352542|2007.2,,2.38|13.698|313.159568|-37.349255|2000.6,,,2.0|3.721|313.1603362|-37.3522584|1998.8
312.3253052451663,-37.97762529052185,-94.51334610167515,-159.41536509006917,0.4|1.568|312.325601|-37.977249|2007.4,,2.57|2.645|312.325813|-37.977001|2000.6,,,1.73|3.039|312.3258533|-37.976892|1998.7
311.8407601114701,-37.9755098492911,116.92866108942637,-171.2342939366767,0.72|1.514|311.840431|-37.975176|2007.7,,0.02|16.286|311.837647|-37.971706|2000.6,,,
312.681894263443,-37.42736054159329,3.2606244278320022,-11.75498791421334,,,3.51|0.178|312.681959|-37.427341|2000.6,,,
312.6265615850092,-37.0570640369195,116.62665202523957,-64.87595076853225,0.21|1.165|312.626196|-37.056927|2005.7,,0.12|28.16|312.623758|-37.049564|2000.7,,,
115.29189059726528,-18.28101387687272,-0.12761385393602093,-0.2429392414061405,2.76|17.972|115.28681|-18.279759|2005.0,0.14|26.042|115.29931436|-18.28267118|2012.1,2.98|16.761|115.294799|-18.277267|1999.8,,,nan|18.106|115.2871292|-18.2832112|1996.2
115.28975578407517,-18.591031441046148,8.519395549621686,-3.1795179756716467,4.78|26.803|115.297076|-18.593754|2006.0,0.03|22.912|115.28852101|-18.58478281|2012.0,3.99|23.04|115.292846|-18.585344|1999.8,,,4.45|26.717|115.2970515|-18.5937473|1993.3
115.28230708696772,-18.755093310962504,8.296761053732967,5.497785271712382,0.23|0.103|115.282302|-18.755126|2004.9,1.06|5.277|115.28110088|-18.75601047|2012.1,0.34|5.186|115.281146|-18.756023|1999.8,,,0.19|0.052|115.2823206|-18.7551123|1997.9
115.2703013164081,-18.738356576192373,2.6399294922706766,-8.142783463203065,4.17|28.941|115.275228|-18.744914|2004.9,0.47|10.603|115.26887201|-18.7357499|2012.3,4.44|10.647|115.268931|-18.735708|1999.8,,,nan|28.828|115.2752665|-18.7448489|1976.0
115.53419456489368,-18.63818942644444,12.808806983210141,0.8869014277096567,4.29|21.062|115.533128|-18.632434|2004.9,0.01|18.512|115.53432738|-18.63305478|2012.0,3.73|18.411|115.534341|-18.633083|1999.1,,,4.34|25.495|115.5370374|-18.6316434|1992.7
114.62811936025707,-18.85447416899774,-6.549461598494967,-30.744364922714066,4.37|20.475|114.623532|-18.850813|2005.3,0.21|29.032|114.62367935|-18.8476005|2012.3,4.01|26.853|114.628825|-18.86191|1998.3,,,
114.80887132723042,-18.941602274553546,9.197268827075003,2.1865603965376983,2.93|17.513|114.803765|-18.942137|2005.6,0.02|23.104|114.80718745|-18.94782379|2012.2,3.01|29.404|114.81538|-18.946983|1998.3,,,4.16|16.934|114.8134039|-18.9435575|1993.0
115.5548648531082,-18.504722515929746,14.748740382994773,-8.821897097327001,3.57|11.726|115.552137|-18.5067|2007.2,0.06|8.013|115.55296528|-18.50342964|2012.3,3.75|29.303|115.5629|-18.50185|1999.1,,,3.33|25.799|115.5622824|-18.5033273|1995.4
297.78998165201807,46.484536733812895,183.29338986114453,266.01867668302316,0.71|4.436|297.78894|46.483544|2001.6,1.96|0.19|297.78994448|46.48449969|2012.5,2.22|29.74|297.797939|46.49073|1998.4,,2.13|0.559|297.7898467|46.4844219|2013.6,2.13|5.02|297.7888436|46.4833925|2003.3
87.82826679968912,-26.15351590621495,64.9619047037467,14.860666864029682,0.04|0.714|87.828077|-26.153615|2006.0,0.62|0.07|87.82825128|-26.15351542|2013.0,0.93|26.603|87.835589|-26.156908|1999.0,,,
275.28394950973313,-42.95153605805148,-19.020417206013203,9.150305875087817,,,3.0|24.344|275.28282|-42.958241|1999.4,,,4.06|15.769|275.2796589|-42.9484831|1992.6
275.36427390981913,-42.92855160468741,-10.75542610791462,22.259709937534215,,,4.24|13.368|275.360989|-42.93137|1999.4,,,nan|14.46|275.3697009|-42.9279206|1991.0
346.64093607696265,69.87249773318146,216.7265581489626,44.30682340307974,,0.85|0.775|346.64039718|69.8724044|2012.3,1.63|3.314|346.638312|69.87236|2000.8,,0.85|0.487|346.6405753|69.8724667|2013.5,0.85|3.476|346.6382042|69.8723114|1991.7
265.9817663245858,-26.731859892214473,65.27340487947954,-36.48363548600046,2.09|26.24|265.977827|-26.725475|2003.5,0.17|19.133|265.98737524|-26.7300594|2014.3,4.72|21.357|265.976282|-26.728518|1998.5,,,3.45|14.306|265.9783927|-26.7344373|1998.2
265.82489447681115,-26.64799974689177,-35.915625032933576,6.498964255932089,2.32|11.613|265.824142|-26.644841|2003.5,0.33|27.499|265.82734799|-26.65531354|2012.3,4.35|8.664|265.82757|-26.648321|1998.5,,,7.21|25.215|265.8204624|-26.6537659|1998.2
266.2175741689569,-26.488564970607605,-7.267837959150723,12.661758743080075,2.72|28.255|266.22042|-26.495986|2003.4,0.04|5.14|266.21653603|-26.48963749|2012.3,4.77|28.631|266.224483|-26.49357|1998.5,,,nan|8.753|266.2168953|-26.490912|1997.7
72.57566779373145,32.97853971878718,-56.99392251766075,-28.90518915338607,0.66|0.734|72.575888|32.978636|2002.8,1.85|0.026|72.57567608|32.97854228|2012.4,2.84|1.037|72.57599|32.978653|1998.1,,2.04|0.072|72.5756992|32.9785422|2013.7,2.04|0.957|72.5759571|32.9786589|1999.7
70.46479456916572,32.67678597087045,-86.89616812877159,7.450055937942897,0.77|0.818|70.465073|32.676765|2005.6,1.96|0.202|70.46487013|32.67677676|2012.8,0.88|18.852|70.468348|32.672478|2000.0,,nan|0.103|70.4648367|32.6767747|2013.7,nan|1.317|70.4652342|32.6767312|1997.6
224.75975768269927,-65.32066977402454,-3.254888825059681,0.15330509509258106,,,4.38|27.933|224.745886|-65.315514|2000.2,,,5.33|27.579|224.7487915|-65.3268042|1995.6
226.21224640613568,-65.57053403780088,-9.310781686607648,-9.339684871118427,,,2.84|27.196|226.230482|-65.569977|2000.2,,,
71.03578963737284,10.775160836743312,-31.284146008580297,-131.32734282401503,,2.79|0.137|71.03580025|10.77519437|2012.5,3.53|2.047|71.035933|10.775709|1999.9,3.1|1.176|71.035886|10.775471|2006.8,nan|0.318|71.0358019|10.7752447|2013.4,
93.55660777742449,5.3337117849925395,150.38536294611868,-4.354134048936968,0.66|2.274|93.55598|5.333716|2000.5,1.9|0.133|93.55657967|5.33371905|2012.9,2.3|25.004|93.554655|5.340372|1999.9,2.14|1.127|93.5563|5.333711|2007.9,2.06|0.283|93.5565361|5.3337167|2014.0,2.06|2.333|93.5559639|5.3337306|2000.1
94.31629259348976,5.100691049873877,-211.7440700282365,165.94461886326891,0.66|6.517|94.314576|5.10011|2000.2,1.51|1.976|94.31576303|5.10081282|2013.5,0.58|4.204|94.317275|5.100038|1999.9,,nan|0.353|94.3163831|5.1006344|2014.1,nan|3.968|94.3172439|5.1001112|1991.2
94.2934349047863,5.118098324576332,-220.1971407531834,180.29369928787943,0.53|3.688|94.29423|5.117435|2001.8,1.84|0.099|94.29346488|5.11807824|2012.5,1.37|29.602|94.286033|5.121721|1999.9,,1.93|0.414|94.2935272|5.1180158|2014.0,1.93|4.229|94.2943524|5.1173464|2000.0
93.60204603991556,5.166854611468374,57.05261848447864,-283.60111671711417,0.04|4.015|93.601825|5.167941|2001.6,0.22|1.526|93.60194023|5.16725789|2012.7,1.37|4.498|93.601822|5.168077|1999.9,3.9|2.747|93.601907|5.167598|2007.1,1.9|0.447|93.6020169|5.1669678|2014.1,1.9|4.534|93.6017774|5.1680781|1991.4
273.19214776863714,-48.09825423857225,-17.82278785239793,14.717550776766293,,,2.58|13.888|273.191218|-48.102055|2000.4,,,
268.4514663562311,-44.29028268771411,-140.36562856356142,-164.3866039002955,,,1.96|3.45|268.452329|-44.289539|1999.5,,,1.3|3.284|268.4522989|-44.2895812|1991.4
268.12062816486525,-44.782830267355855,347.32077614632766,-302.09792223904213,,,3.71|27.007|268.117968|-44.775566|1999.5,,,4.21|4.688|268.12231|-44.78229|1988.5
293.56664557301093,14.948508546343277,17.540526351957688,81.9611208958205,0.46|1.334|293.56656|14.948155|2000.6,1.67|0.024|293.56665068|14.94852107|2011.9,1.62|5.896|293.566526|14.950148|1998.7,,1.77|0.165|293.5666406|14.94847|2013.7,1.74|1.321|293.5665506|14.9481609|2001.2
294.023823621754,15.088410609037993,-15.809142117756947,4.53232551402961,1.77|14.223|294.021338|15.085283|2000.6,0.03|22.073|294.02706413|15.08313998|2012.1,2.62|23.647|294.019628|15.083251|1998.7,,1.77|28.289|294.0163689|15.0852775|2013.8,nan|1.923|294.0240474|15.0889078|2001.3
294.11492270820287,15.148929094683528,-8.121765928600981,-1.632949489770644,3.62|13.442|294.116166|15.152473|2000.6,0.19|25.89|294.12005766|15.15415179|2012.5,4.4|19.559|294.11|15.146312|1998.7,,5.07|13.071|294.1184525|15.1502067|2013.8,5.07|13.13|294.1184648|15.1502214|2001.1
250.48322871677257,-30.844009306311808,-7.283108318577452,1.5942472173471185,3.1|19.2|250.488438|-30.846922|2006.9,0.04|14.484|250.48487613|-30.84023558|2012.1,3.38|2.894|250.482317|-30.843859|1999.4,,,nan|6.505|250.48259|-30.8457242|1985.8
250.59474234222625,-30.64700204794164,9.691455429730222,9.682775362168831,2.65|16.206|250.595805|-30.651407|2005.5,0.01|17.457|250.59492314|-30.65184465|2011.4,3.58|27.888|250.602039|-30.642448|1999.4,,,nan|10.253|250.5914792|-30.6474314|1993.5
250.47591568420415,-30.77734784801715,-54.91995413148504,-84.79812175758502,0.08|25.56|250.483431|-30.774374|2005.5,0.54|18.89|250.48118157|-30.77467254|2012.3,0.55|22.513|250.47926|-30.782902|1999.4,,,nan|18.931|250.4811877|-30.7746592|1982.4
58.19100254478418,-18.369169466834702,82.69697246894992,140.13612192482532,0.78|1.826|58.19074|-18.369612|2004.3,2.03|0.097|58.1909883|-18.36919276|2012.6,3.08|2.669|58.190573|-18.369789|1998.9,,,2.17|2.515|58.1906445|-18.3697806|1994.6
296.29365346315944,18.18573079987464,-1.6182117154327702,5.3069542536088266,3.79|24.848|296.291503|18.192328|2002.6,0.1|20.348|296.29140985|18.18050453|2012.0,4.48|23.69|296.293811|18.192316|2000.3,,7.78|5.838|296.2920833|18.1851153|2013.9,7.79|5.815|296.2920859|18.1851259|1999.5
296.11612865417425,18.16757787001921,-4.798375790100897,-14.81440239094542,4.12|19.321|296.111344|18.164741|2002.6,0.01|21.355|296.1220918|18.16936036|2012.2,3.9|26.937|296.110625|18.17293|2000.3,,4.23|29.017|296.1245539|18.1685758|2013.9,nan|29.04|296.1245574|18.1686003|2001.2
296.5612698883408,18.158396766166657,-1.7573934601805763,5.691787802639644,3.47|15.042|296.564295|18.161441|2002.6,0.0|29.689|296.56400544|18.1505741|2012.2,4.16|8.65|296.561629|18.160782|2000.3,,5.76|29.243|296.5612761|18.1502797|2013.8,nan|12.12|296.5577574|18.1580112|2001.6
296.47371852840666,18.14154947491313,-10.920033056928325,2.911321965987748,0.07|0.025|296.473727|18.141549|2001.7,0.04|18.426|296.47280621|18.14659883|2011.7,0.12|20.303|296.47705|18.146227|2000.3,,nan|0.029|296.4737178|18.1415514|2013.9,nan|0.206|296.4737506|18.1415039|1992.6
296.13609008035115,18.24610666159221,-12.030505505206698,-1.6133946420046603,2.97|21.907|296.141198|18.242431|2002.6,,2.51|27.886|296.128356|18.248554|2000.3,,4.25|3.746|296.1367961|18.2469136|2013.9,nan|3.102|296.1364974|18.2468856|1999.1
296.13442059468264,18.224185765822288,-15.739548869593243,-13.22770577017828,1.22|20.314|296.128501|18.223795|2002.6,0.38|26.754|296.13104227|18.21749152|2011.6,1.19|24.034|296.138257|18.218594|2000.3,,1.25|28.854|296.1305563|18.21707|2013.9,2.13|29.79|296.1430877|18.2232964|2001.0
296.3309311720052,18.171918501715005,-21.25973291088065,-21.737651736411514,3.17|28.775|296.326663|18.178809|2001.7,0.11|24.699|296.32791529|18.16569366|2012.0,3.98|27.462|296.323938|18.168188|2000.3,,nan|1.964|296.3310344|18.1713867|2013.9,nan|1.904|296.3310536|18.1714073|1999.9
296.38410775822393,18.174461927386307,-6.024731181209159,-5.230650257333421,3.26|18.342|296.38936|18.175525|2004.4,0.27|16.374|296.38110938|18.17800877|2012.2,4.49|29.082|296.390081|18.168713|2000.3,,nan|4.482|296.3854039|18.1742478|2014.1,nan|9.738|296.383823|18.1771589|2001.6
296.51531909760985,18.28777613352328,-11.2271714259179,-7.3163093896863876,2.9|24.486|296.522362|18.289057|2002.6,0.09|19.752|296.50956868|18.28825782|2012.1,3.98|27.501|296.511099|18.281282|2000.3,,nan|4.807|296.5164098|18.2886325|2013.8,nan|4.83|296.5164212|18.2886295|2000.8
296.4631771687377,18.246007234341988,-9.028385570500081,-7.314021305191642,2.81|28.467|296.454895|18.246762|2000.7,0.09|25.512|296.46808899|18.25135362|2012.3,3.47|13.33|296.463374|18.242315|2000.3,,4.22|27.355|296.4646072|18.2534906|2013.8,nan|23.327|296.4573548|18.2493814|1997.9
296.236216111534,18.169050038740693,-8.500221956930995,3.6652056295875535,2.2|26.341|296.237558|18.16185|2000.7,0.05|24.383|296.22935869|18.17088437|2011.6,3.21|24.014|296.229463|18.170858|2000.3,,3.51|16.238|296.231995|18.1711083|2014.0,3.51|16.205|296.2320042|18.171105|2000.4
296.3245278195904,18.16486059920349,-14.071886353360874,2.996431561704098,2.88|26.141|296.320192|18.170842|2001.7,0.14|16.864|296.32575611|18.16032824|2011.9,3.38|13.271|296.324936|18.1612|2000.3,,nan|3.736|296.3237742|18.1641214|2013.9,nan|3.812|296.3238012|18.1640692|1992.9
296.3123772707426,18.25428468997832,-3.720978708840685,-20.203463071572386,3.62|19.673|296.309373|18.258948|2000.7,0.04|13.476|296.3091465|18.25642649|2012.2,4.34|28.006|296.310385|18.261835|2000.3,,5.04|25.061|296.3114469|18.2473864|2013.9,nan|16.913|296.3149986|18.2582789|1985.8
296.11329338163614,18.27824856345658,-19.849535194230715,1.4189203802670265,2.01|22.226|296.117122|18.283249|2000.7,,3.05|11.634|296.110407|18.279957|2000.3,,5.31|24.932|296.1065598|18.2756081|2013.9,5.31|24.888|296.1065724|18.2756109|2001.2
296.5026794677808,18.05653925935156,-5.137499611290343,-9.979907021576627,2.78|5.951|296.503746|18.055235|2000.7,0.02|27.251|296.51063484|18.05611652|2012.2,3.27|14.422|296.506894|18.056749|2000.3,,7.97|27.761|296.496278|18.0518178|2013.9,nan|3.41|296.5036639|18.0567256|1982.5
296.4405160923805,18.15972285472069,-10.247763356881824,-4.960850077579846,2.4|15.869|296.436068|18.158498|2001.7,0.21|27.449|296.43830855|18.15240012|2011.9,2.76|18.048|296.435419|18.161001|2000.3,,2.88|20.952|296.4344058|18.1594244|2013.8,nan|10.977|296.4407815|18.1627681|2001.6
296.3826619021748,18.045183683324712,-7.898386004809852,-11.652369165770144,2.33|29.224|296.388475|18.051141|2000.7,0.48|12.966|296.38621528|18.04645368|2011.6,2.8|12.785|296.384319|18.042004|2000.3,,4.42|17.777|296.3785911|18.0421311|2013.8,nan|5.113|296.383785|18.0442464|1989.3
296.1329415743619,18.150675886950392,-9.032965957916636,-21.976861818957364,2.96|17.976|296.133456|18.155652|2002.6,0.09|28.482|296.13412353|18.14284953|2011.6,3.62|28.77|296.125304|18.154015|2000.3,,nan|4.818|296.1340317|18.1498272|2014.1,nan|24.444|296.1308221|18.1441995|2000.0
296.3853626844649,18.060953000847693,2.371255156084203,6.072231317482069,3.0|27.008|296.381546|18.067522|2002.6,0.17|6.108|296.38662556|18.05975423|2012.0,3.17|14.548|296.38248|18.057995|2000.3,,3.51|27.386|296.3792104|18.0561025|2013.9,nan|8.557|296.3847892|18.0632712|2001.3
296.1743297033944,18.139289526219137,-5.038791681950611,8.157560565957644,3.47|8.72|296.176761|18.138549|2000.7,,4.36|24.197|296.179832|18.135065|2000.3,,5.15|18.493|296.1702839|18.1358956|2013.9,nan|8.884|296.1722553|18.140772|2001.6
296.6267522782658,18.156089983127924,-8.087619349605013,-1.4681316542374478,3.71|17.771|296.630546|18.159475|2002.0,0.06|13.571|296.62315609|18.15451721|2012.3,4.2|21.026|296.620688|18.157011|2000.3,,4.73|19.58|296.6316069|18.153205|2013.9,nan|13.377|296.6287786|18.1592778|1990.8
296.3375351893426,18.227217712249875,-10.345083105394776,-25.82866860712639,2.28|15.04|296.341671|18.225785|2002.6,0.03|23.011|296.33407955|18.22174254|2012.1,3.16|12.384|296.334837|18.224936|2000.3,,3.68|20.97|296.339895|18.2326028|2013.9,nan|6.16|296.3358959|18.2265278|2000.2
278.777443373493,-24.325710230486994,-14.028000873850136,9.023018415186543,1.03|0.386|278.777561|-24.325741|2006.5,0.35|5.89|278.77800445|-24.32726059|2012.4,1.95|10.669|278.775756|-24.328234|1999.4,,,nan|8.863|278.779678|-24.3270978|1997.9
269.85473253213047,-21.29697006520249,-4.372226504094513,-3.1525306765445853,3.31|23.863|269.857684|-21.302999|2003.4,1.29|9.014|269.85368533|-21.29926747|2012.0,4.53|26.182|269.850655|-21.303162|1998.4,,,
274.2645611532929,-14.763125272777204,-15.145955638405669,7.760053145910518,2.3|28.437|274.272733|-14.762877|2002.1,0.13|8.063|274.26234699|-14.76375512|2012.1,3.66|27.518|274.256986|-14.765282|1999.3,,,nan|11.491|274.2678689|-14.7631114|1997.6
246.8594904368827,81.08697978533277,-239.23999799386604,338.2302796786455,,3.09|29.447|246.81263662|81.09076332|2012.1,4.61|6.774|246.866429|81.085442|1999.3,2.28|29.348|246.812785|81.090748|2001.7,3.09|29.427|246.8126503|81.090755|2013.8,3.09|29.32|246.8127924|81.0907328|2003.7
243.17043567285347,80.37184206921475,27.475549816622447,-35.01502999629549,,1.81|0.032|243.17038564|80.37185321|2012.9,1.21|27.199|243.190471|80.378616|1999.3,2.26|0.617|243.169775|80.37198|2001.7,2.0|0.06|243.1703984|80.3718622|2013.7,2.0|0.634|243.1697656|80.3719845|2002.7
244.52818148672142,80.30281512983555,26.72130450491661,44.719786488594046,,1.94|0.04|244.52812686|80.30280963|2012.6,2.99|0.896|244.527596|80.302589|1999.3,,1.55|0.153|244.5281281|80.3027769|2013.7,1.55|1.11|244.5277336|80.3025192|1998.1
265.7603385691668,81.6415391132132,-6.136556611692754,234.68510328841285,,2.06|0.208|265.76033165|81.64148675|2012.6,3.1|3.833|265.760514|81.64048|1999.4,,2.12|0.428|265.7603813|81.6414258|2013.7,nan|2.691|265.76048|81.6407973|2000.0
275.6254302305528,-24.38800069578843,-2.759929664403924,-0.9538334321503656,0.26|28.711|275.626485|-24.380077|2003.5,0.56|17.654|275.62784874|-24.39237976|2012.0,2.58|21.652|275.631755|-24.389746|2000.5,,,nan|4.187|275.625438|-24.3891581|1999.5
275.55146388973856,-24.41839492599613,-22.44185471310364,9.605324338629837,1.18|14.59|275.547751|-24.416164|2006.5,0.0|8.82|275.54940678|-24.41681793|2012.2,3.3|23.586|275.550003|-24.424803|2000.5,,,nan|4.728|275.55108|-24.417125|1999.8
291.6960682272284,15.779678454949082,-21.981394046587038,-2.3268879369820024,3.84|14.307|291.692244|15.78117|2002.4,0.13|25.896|291.70354776|15.77952989|2012.4,2.83|28.885|291.687916|15.77803|1998.7,0.02|12.23|291.692899|15.781169|2004.7,nan|8.995|291.6958572|15.7821744|2013.7,nan|14.468|291.6922174|15.7812253|1984.4
292.12458171224074,15.740371047991399,4.583523421368587,-19.774817345882486,,0.07|9.542|292.12186157|15.74075041|2012.0,3.19|10.081|292.123835|15.743082|1998.7,0.35|9.602|292.121845|15.740757|2004.7,nan|9.472|292.1218828|15.7407547|2013.7,
268.305379296952,-28.55992678563085,14.455568923640365,11.623786300143685,2.33|27.405|268.312053|-28.555056|2003.4,0.02|22.151|268.29905355|-28.56255101|2011.7,4.37|22.684|268.301839|-28.554445|1998.5,,,nan|3.79|268.3059068|-28.5589728|1984.2
268.2938761258538,-28.548700495449985,9.28009290865458,9.487625078514174,0.39|3.3|268.294689|-28.548112|2003.4,0.26|27.239|268.29341556|-28.55625028|2012.6,2.92|16.754|268.298184|-28.551414|1998.5,,,nan|9.461|268.2964859|-28.5499925|1984.4
277.3360263946089,-22.016671211312214,-25.207824896038304,4.777086117380272,2.24|26.199|277.33017|-22.011827|2003.6,0.01|20.189|277.33010149|-22.01776344|2012.0,2.98|21.587|277.336368|-22.010677|1998.4,,,nan|10.105|277.3377212|-22.0189959|1998.3
242.0056318402464,-56.78914816312939,2.141031647501954,-13.260268463078676,,,4.57|27.2|241.992818|-56.791924|2000.1,,,nan|19.069|242.0060206|-56.7838514|1993.6
243.44503228133044,-57.3531264162565,295.93046252354964,26.610779127922047,,,4.11|24.811|243.44851|-57.346489|1998.6,,,nan|27.08|243.4585239|-57.351195|1990.4
243.22508744421168,-57.19491421146786,-15.93570215891166,13.205649883013265,,,3.44|24.166|243.221185|-57.201279|1998.6,,,nan|18.284|243.2340556|-57.1934073|1991.1
243.26064917198127,-57.12915187471618,3.217345808587512,9.943501482315613,,,3.99|28.188|243.261274|-57.136971|1998.6,,,nan|28.641|243.252653|-57.1224853|1998.4
242.00764801713555,-56.84050576002962,-19.613782041608545,-20.924986155984573,,,4.18|20.68|242.014242|-56.836025|2000.1,,,nan|8.802|242.005208|-56.8384584|1993.5
242.124119146586,-56.86091496855397,-10.477553895241957,28.515757277536373,,,4.2|29.064|242.109899|-56.863064|2000.1,,,nan|8.172|242.1207053|-56.8621928|1992.7
270.4474171593367,-33.66167727369724,53.41559408674417,-51.32302734851163,2.38|28.706|270.439551|-33.666214|2006.7,,3.94|23.533|270.455189|-33.662659|1998.6,,,nan|8.401|270.4468648|-33.6593853|1998.9
281.6879852622771,-22.165926401510035,-28.46150642506732,9.734844921680137,2.9|26.544|281.694725|-22.161985|2006.5,0.02|13.258|281.69037685|-22.16886755|2012.4,3.75|29.589|281.686256|-22.15786|1998.6,,5.68|28.577|281.6834719|-22.172665|2014.1,4.52|3.098|281.6885862|-22.1652587|1992.5
294.48802691732004,39.885964593195325,52.78925039612407,-7.241721570912107,0.14|0.27|294.487963|39.886023|2001.7,1.26|0.786|294.48831661|39.88594989|2012.1,0.58|19.617|294.484764|39.890808|2000.3,,nan|0.438|294.4881917|39.8859689|2013.6,nan|0.412|294.4878933|39.8860098|2000.5
243.93382022339298,35.98093549702672,-29.844425097224626,-528.6779984650635,,nan|1.055|243.9338371|35.98123208|2013.5,5.1|9.189|243.934035|35.983486|1998.3,3.39|24.736|243.937469|35.974734|2002.3,,
243.97768695932652,35.82187534908512,-197.69718035436028,165.5724642523997,0.06|3.649|243.97865|35.82123|2001.4,0.57|3.299|243.97868415|35.8214435|2012.1,1.79|4.488|243.978892|35.821102|1998.3,1.16|3.575|243.978656|35.821269|2002.3,1.22|0.473|243.9778153|35.8217958|2013.9,1.22|4.004|243.9787336|35.8211575|1991.0
270.019223902044,-14.761298005702436,-21.359148556302525,5.756961170821789,3.21|15.081|270.021051|-14.765094|2002.6,0.03|22.715|270.01277807|-14.76035693|2012.7,4.31|3.241|270.018914|-14.762139|1998.3,,3.48|27.416|270.0155494|-14.7545603|2014.3,nan|24.106|270.0225656|-14.7554239|1999.2
270.026059633604,-14.750187916967533,-10.056685310168367,-0.24051749017560906,2.85|19.622|270.022997|-14.745611|2002.6,,3.56|1.749|270.025565|-14.75021|1998.3,,4.08|25.557|270.0323464|-14.7538592|2014.3,nan|20.236|270.027843|-14.7448303|1998.8
133.78566494417888,-63.69711045524298,-157.36513111360486,-115.7558915326852,,,2.1|3.035|133.787202|-63.696613|2000.0,,,1.41|3.513|133.7874924|-63.6965648|1997.4
133.71181792508344,-63.70244065522845,-157.7603949181179,-115.91165748029837,,,1.27|2.968|133.713352|-63.701973|2000.0,,,0.88|3.064|133.7133774|-63.7019428|1991.0
133.1463754286107,-63.74615590813642,88.73008138078795,-234.61740655571705,,,1.56|25.029|133.160356|-63.749348|2000.0,,,2.16|5.723|133.1457065|-63.7446006|2000.0
133.14683956960366,-63.74563318073999,99.50119168032343,-227.9234195879581,,,1.81|22.632|133.160601|-63.747227|2000.0,,,2.01|4.158|133.1457065|-63.7446006|2000.0
