gaia_ra,gaia_dec,gaia_ra_error,gaia_dec_error,gaia_epoch,cat_ra,cat_dec,cat_epoch,delta_mag,dist_sec
65.40019016727416,-27.04609316054017,0.03493599850347027,0.04550117420830172,2015.5,65.40019667,-27.04609621,2012.7,2.09,0.009
254.39300256751926,-31.37570590993032,1.4910566797003761,0.9339687069036005,2015.5,254.38793868,-31.36859129,2014.1,0.01,29.971
254.29885973731209,-31.520545494325987,1.5374643857655694,1.1409338275718013,2015.5,254.29682008,-31.52471202,2014.4,0.05,16.279
254.07163892435952,-31.628937485348228,2.4357186598396945,0.9985158276177274,2015.5,254.07154791,-31.63351384,2014.4,0.05,16.494
254.17560427134453,-31.67437847840921,1.565271046697232,1.0891503595577312,2015.5,254.17978294,-31.67070209,2014.4,0.05,18.383
254.15301923335826,-31.495787675629874,1.6804081925610113,1.2233174123507329,2015.5,254.15295844,-31.49830282,2014.4,0.04,9.074
254.15284699394627,-31.49589894622555,1.6392384135765892,1.1492313903303002,2015.5,254.15023971,-31.49138104,2014.4,0.03,18.124
254.3479395380302,-31.382459668004323,1.2310664351352614,0.957913869613538,2015.5,254.35480867,-31.37680654,2014.4,0.02,29.293
254.37618723295662,-31.246262474676858,1.2678622060674114,1.2470475232108218,2015.5,254.37892879,-31.25206559,2014.0,0.02,22.536
254.2334867403389,-31.343355290097065,1.3098595744292656,0.9529414133899852,2015.5,254.23899814,-31.34377638,2014.4,0.04,16.988
253.99368421857025,-31.459295582455397,1.8945984648344156,1.0966760019599924,2015.5,253.99193631,-31.45597212,2014.4,0.0,13.109
254.29518668933304,-31.35566304598321,1.6184587583827226,1.0592079964394474,2015.5,254.29547163,-31.3508669,2013.6,0.19,17.27
180.18576535460744,20.848186880832397,0.047755113266332284,0.02893858519036523,2015.5,180.1859022,20.84788237,2012.0,1.63,1.175
180.13649627171858,20.81528733944885,0.1336998169306355,0.09283739789035092,2015.5,180.13652296,20.81523065,2012.3,3.73,0.209
308.0096436108601,41.92681990974269,0.6304144673593043,1.005075279092678,2015.5,308.00983975,41.92305627,2011.7,0.03,13.58
295.01802231584253,73.9113166515956,0.3421169028752027,0.3539233808437169,2015.5,295.02712772,73.91355644,2013.0,0.24,12.127
277.4397687423492,-27.47240637600302,1.2696028138852653,1.1266026795878876,2015.5,277.44046783,-27.47713423,2012.9,0.14,17.184
277.2604935725612,-27.43230841007973,1.0545212819175664,1.0204015491217384,2015.5,277.26457357,-27.43901783,2012.3,0.05,27.455
2.169965152444446,36.626589527193254,0.037718680060607794,0.02230339213026337,2015.5,2.16864672,36.62673635,2012.8,3.86,3.875
275.132162070102,-24.00048909998126,1.1020375304215524,1.0200687418880696,2015.5,275.12493059,-23.99944389,2012.5,0.09,24.099
322.9981677135474,-1.3354701376279616,0.5209044850620048,0.5570862837869708,2015.5,322.99826955,-1.33538302,2012.5,1.75,0.453
242.54351439595283,-30.247346542562926,2.277336268002915,0.9293228080705702,2015.5,242.54770238,-30.24473577,2011.9,0.08,16.031
242.45394956647903,-30.515440183664776,0.07475668486470266,0.03325853264612411,2015.5,242.46082464,-30.50973221,2011.7,1.5,29.583
244.05383817456558,-29.62587579781432,0.0344808289496483,0.016463708952742736,2015.5,244.05383868,-29.62585855,2012.5,1.62,0.055
20.87072480698097,15.292488184476044,0.11928456190359442,0.08600391139193052,2015.5,20.86940711,15.28772477,2012.5,1.32,17.757
9.889655116145038,60.55308006404253,0.035209061721237576,0.03723255697649285,2015.5,9.89016822,60.55340699,2010.8,1.63,1.464
246.03029789374585,-0.25687997394147943,0.6512075355902094,0.7697671252652071,2015.5,246.03676926,-0.25357551,2012.2,0.3,26.131
99.10572478759329,18.513547760954005,0.05611653710510873,0.05355844045500529,2015.5,99.10572398,18.51358781,2012.3,1.86,0.167
270.16197597418824,-16.68468726140543,0.9581517019505986,1.3425258513054024,2015.5,270.16074091,-16.68074121,2012.4,2.02,14.819
270.1379688402758,-16.670546627717194,1.2045801761475503,1.715125102352021,2015.5,270.1354444,-16.6670697,2012.4,0.46,15.245
270.0188259017549,-16.644908321702626,1.3077406097542514,1.8910509185156419,2015.5,270.01257351,-16.64360006,2012.4,0.1,22.094
270.1561222881497,-16.589879081126963,1.5467982837142982,2.090338902166533,2015.5,270.15274994,-16.59010281,2012.1,0.41,11.689
270.15912445171193,-16.72065431279649,1.0687088756059202,1.6700827254983368,2015.5,270.15399067,-16.71673315,2012.2,1.43,22.647
268.65475932428103,-15.814526729615624,1.7201140441536225,1.2104548430548707,2015.5,268.65655522,-15.82253225,2012.4,0.22,29.498
270.1800661448332,-16.62284908362641,1.3849789576783502,1.8497299193791468,2015.5,270.18529565,-16.61747752,2012.3,0.04,26.414
268.6702924782644,-15.797477894978687,1.0950273005855355,1.5540135736201626,2015.5,268.67798097,-15.79885862,2012.3,0.01,27.072
107.8658259795923,48.327932722393726,0.047876300156160866,0.04615462363416875,2015.5,107.86630605,48.32823216,2013.2,1.43,1.578
108.36412189587375,48.28190587969664,0.055703266758070094,0.04636363245095562,2015.5,108.36412515,48.2819606,2014.8,2.08,0.219
236.8006503583471,-19.167650936293413,0.07751601916882196,0.060708801475621375,2015.5,236.80066449,-19.16763068,2011.9,1.94,0.065
195.0100201923456,-28.726080822944695,0.04636595531480103,0.03316662743228218,2015.5,195.0093761,-28.7256026,2010.2,1.71,2.69
195.03415869659096,-28.461081383007844,0.061208788305761576,0.09470319389614132,2015.5,195.03417609,-28.46106743,2011.8,1.71,0.059
