# Gaia DR2
# CMC15
# Pan-STARRS DR1
# 2MASS All-Sky
# SDSS DR12
# URAT1
# UCAC4
RA [deg]	Decl [deg]	gmag [mag]	PM_RA [mas/yr]	PM_Decl [mas/yr]	|RA_ICRS [deg]	DE_ICRS [deg]	Jmag [mag]	PM Ksi [mas]	PM Eta [mas]	F	|RAJ2000 [deg]	DEJ2000 [deg]	gmag [mag]	PM Ksi [mas]	PM Eta [mas]	F	|RAJ2000 [deg]	DEJ2000 [deg]	Jmag [mag]	PM Ksi [mas]	PM Eta [mas]	F	|RA_ICRS [deg]	DE_ICRS [deg]	gmag [mag]	PM Ksi [mas]	PM Eta [mas]	F	|RAJ2000 [deg]	DEJ2000 [deg]	gmag [mag]	PM Ksi [mas]	PM Eta [mas]	F	|RAJ2000 [deg]	DEJ2000 [deg]	gmag [mag]	PM Ksi [mas]	PM Eta [mas]	F
146.45142457864608	28.097852915984408	11.717989	-97.67031573151685	-40.186873552909226	|146.451867	28.09802	9.447	[97.85161116]	[40.32586842]	79.05651296056983	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|146.4519068	28.0980237	13.226	[70.82013197]	[26.49056484]	73.10622684968375
147.2157347714491	28.437628407067614	12.633556	59.62522354945843	-140.2322026728587	|147.215455	28.438166	9.817	[-62.18864896]	[140.8251729]	132.07995306671924	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|147.2154174	28.4381925	14.519	[-65.15411205]	[128.41739368]	120.37336694070264
144.2075197777625	27.972477706359157	8.940081	-170.44629759424924	-95.62716307506662	|144.208279	27.972851	nan	[167.63728002]	[92.72060143]	159.50842660765952	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|144.2083495	27.9728873	10.241	[108.20502444]	[58.95417739]	217.2272461019769
52.8669337069429	-26.326545345948357	12.733915	172.41957793718507	96.8786985704524	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|52.867737	-26.3255	12.779	[161.83354998]	[228.25027006]	58.47700088734048	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|52.8660392	-26.3269703	13.913	[-183.77299023]	[-101.48175043]	150.1501321865344
54.13145987217657	-26.332871732897686	14.289025	82.75356205955967	-22.92979459934977	|54.131237	-26.332811	10.675	[-78.0541309]	[21.2767035]	56.5192575556945	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|54.1310624	-26.3327578	nan	[-35.34722418]	[9.5267785]	77.48629878133835
53.55780546701155	-26.321774502466994	13.329059	614.561137296994	340.5155369826046	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|53.5546468	-26.3233642	15.321	[-655.89054178]	[-370.78073198]	543.36877920074
231.12449205709166	-34.59830814461108	20.603058	-13.057635988545895	-1.9669085019342805	|231.04326	-34.715891	13.368	[-28271.10140517]	[-49820.19718709]	12669.281478819315	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|231.0432618	-34.7158656	15.887	[-11189.23256066]	[-19710.1373958]	10928.92040024441
43.28124691407992	-10.319034467247768	14.488948	354.0790092528032	-526.7732009136442	|43.280085	-10.317322	nan	[-327.6517684]	[497.19893973]	402.01170634467564	|nan	nan	nan	nan	nan	nan	|43.279571	-10.316596	11.373	[-357.68161244]	[524.27696107]	620.9076096327755	|nan	nan	nan	nan	nan	nan	|43.2810947	-10.3188031	16.879	[-335.76847855]	[566.07945481]	47.192299715013185	|43.2797148	-10.3167578	nan	[-346.21976653]	[530.39086618]	419.8175571429577
42.02692689410561	-11.764101578541377	10.132564	-65.34042863169252	-218.06557504372273	|42.027138	-11.763414	8.076	[59.19441243]	[195.21784649]	182.2667807777711	|nan	nan	nan	nan	nan	nan	|42.027245	-11.763068	8.076	[59.4771755]	[226.34884943]	182.95565694934996	|nan	nan	nan	nan	nan	nan	|42.0269642	-11.7640106	11.492	[90.3293345]	[196.65180184]	18.80996243629612	|42.0272109	-11.7631656	11.485	[41.43616816]	[138.74490765]	243.67282133883882
150.8265832247933	9.113930958943703	11.732014	45.254375106423666	-196.77927408859168	|150.826409	9.114714	9.304	[-42.61128647]	[193.28791757]	155.5752128219307	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|150.8264245	9.1147439	13.397	[-38.31630088]	[187.02706343]	123.8576946771375
150.8089131415161	9.086451973008753	11.628818	41.558696050019456	-196.6006414651289	|150.808745	9.087244	9.306	[-40.82156351]	[195.12376205]	145.94394816986332	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|150.8087245	9.0872731	13.263	[-45.13227246]	[188.59262333]	129.72443585132947
151.10901065329872	9.43221169479072	12.735217	-222.27496468949045	107.56938510449051	|151.109907	9.431772	9.996	[204.39648733]	[-104.35972989]	188.03148756305796	|nan	nan	nan	nan	nan	nan	|151.109986	9.431775	9.996	[221.38474881]	[-97.34345286]	151.5365811625225	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|151.1099809	9.4317795	14.705	[220.01655009]	[-100.27244884]	205.03214231197384
7.842020807852102	0.15859393689769344	12.484115	522.6567821444813	111.35522389474687	|7.839884	0.158154	9.755	[-496.43693257]	[-100.98943531]	398.23278453452883	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|7.8403327	0.1582689	14.344	[-392.43163682]	[-74.87607957]	390.8832183487547
245.9667581697881	-54.233022173665844	20.295258	28.32882438721036	24.908746091514917	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|245.6855698	-54.2202528	nan	[-19635.70717605]	[1487.03267713]	11171.859720239976
233.57241871429454	2.3130067746012637	16.232332	-118.26009780906395	-83.49206433141404	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|233.5729139	2.3133787	16.38	[116.39429785]	[81.58011952]	87.83333694326407
236.00739448041563	2.5145776349240343	5.679185	-42.7865272278122	-136.85730764885022	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|236.0075868	2.5151762	nan	[28.29371925]	[85.93365804]	133.83911895061303
33.94211095157013	-18.238679166400907	8.09152	-33.31603306115301	-124.19708249239206	|33.942345	-18.238538	nan	[79.36705728]	[43.94304327]	47.696046125536114	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|33.9422574	-18.2381742	9.503	[22.00426001]	[71.85414829]	101.77798950330735
33.21477972566141	-17.685848966270456	10.367793	493.6126224110591	202.99766190644206	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|33.2124983	-17.6867428	11.844	[-500.73880235]	[-210.9698558]	356.4717335286272
33.94227610631364	-18.239203174852374	8.693784	-68.43398796017279	-154.90792745394887	|33.942345	-18.238538	nan	[25.60005271]	[223.5549539]	80.10808119033078	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|33.9422574	-18.2381742	9.503	[-1.29031041]	[149.64599283]	149.0320087284969
277.84118676047365	-15.03023309279171	18.681608	-34.07599684525473	16.91931268145153	|277.768926	-15.181036	14.654	[-20081.38945973]	[-43439.97948569]	17662.361747353352	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
278.42268513193375	-15.094028842709074	19.308325	-25.065248165332733	12.797626776797404	|278.46006	-15.245055	15.296	[10439.64206687]	[-43595.08527712]	9670.986547731784	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
277.80873881365073	-15.06563088326436	18.896912	-15.84741882114665	9.244824121792035	|277.736375	-15.216198	12.445	[-20107.38781409]	[-43375.33494963]	16315.718964575475	|nan	nan	nan	nan	nan	nan	|277.73636	-15.216188	12.445	[-12841.54512957]	[-29768.81888593]	184.62884659693725	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|277.7363833	-15.216195	nan	[-15918.50314814]	[-34326.22006461]	14556.077414033292
277.75795655449656	-15.086008547893012	20.319805	-11.821944071697429	138.2966515290584	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|277.7336674	-15.2167492	nan	[-5450.30832371]	[-30354.12187694]	13657.180982689857
357.84156952759577	-24.139146890957118	15.379184	-100.41145148874118	-232.39777680081255	|357.841842	-24.138576	15.429	[98.80960784]	[212.31290633]	149.5951330020887	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|357.8418436	-24.1381123	15.49	[58.81676973]	[237.21102732]	149.10757455723274
355.6582162680623	-25.43675177309842	15.115547	18.371617727600714	-15.555823197024328	|355.658185	-25.436687	11.559	[-6.43556219]	[23.49344085]	11.480323447574706	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|355.6581168	-25.436645	nan	[-6.54975392]	[6.26837289]	35.21227927281696
355.6428425795354	-25.43519830560186	12.396531	18.42557266963177	-16.471597908483314	|355.642788	-25.435142	9.779	[-14.5289935]	[21.26535351]	13.157196546452404	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|355.6427671	-25.4351181	14.123	[-3.2442496]	[8.89989623]	16.46250158671924
216.2057729172077	-17.451883447703764	10.147067	-438.9523843065364	84.67130991703007	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|216.2077427	-17.4522389	11.392	[275.2894775]	[-56.19386342]	353.7588961190142
216.20558673736141	-17.53121996099103	14.003489	-121.45038480946619	-23.95123356883633	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|216.2061406	-17.5310987	16.04	[65.11237141]	[21.21130797]	102.67138703875489
286.7210631985497	3.1365483561790897	20.210478	3.630662490334504	-13.689070068782911	|286.758707	2.985837	14.896	[8728.95900959]	[-34981.61458077]	10422.875862161955	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
286.9356566113579	3.1093253084410986	20.449028	-19.955212528286474	10.263615353203026	|286.86486	2.970526	14.778	[-16411.03667633]	[-32295.70769826]	9864.595896674151	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|286.8613217	2.9702169	nan	[-124046.90234151]	[-233079.25342066]	10428.205087490624	|286.8613265	2.9702862	nan	[-9425.6112312]	[-17647.85631099]	8429.211141695489
215.34611190202398	-14.01442577265483	14.198277	63.299657131637204	-50.895267562583264	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|215.3460944	-14.0144142	16.084	[-83.19264862]	[43.6208496]	4.174634967646295	|215.3458339	-14.0142089	16.084	[-51.38017762]	[31.48060189]	61.545653583270436
217.81387152573654	-13.307785132565373	14.691576	-268.4763800163453	-186.1604737074105	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|217.8139561	-13.3077233	17.434	[274.96583629]	[240.76812001]	22.44730083795092	|217.8150936	-13.3069642	nan	[275.65500103]	[189.99397814]	218.76766766950138
195.97469868605208	-56.1193494705519	20.827084	6.599946833000159	13.189780298063642	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|195.820918	-56.259148	13.253	[-19118.58784566]	[-31415.4664722]	10435.49896699466	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|195.8208974	-56.25913	nan	[-13589.51079636]	[-22243.52295238]	11230.025314676619
10.473400300807784	-46.83619167366914	15.090578	-56.53172894065101	-65.03847299095175	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|10.4737621	-46.8358928	nan	[26.24068726]	[23.50837423]	73.13188132829647
319.66494330861025	-8.039741386965957	9.432795	316.68133180754336	-34.52693447461397	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|319.6635709	-8.0395806	10.397	[-204.32403679]	[22.79892837]	240.14413360458843
183.685992147212	-63.75452062710661	20.629068	-14.063894312855153	0.7207548417078496	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|183.494559	-63.895576	15.112	[-21944.27213081]	[-31932.82885341]	1119.603232046184	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
61.49019783765343	-37.0797770897168	15.37327	87.80111985108246	-21.191167254364963	|61.489947	-37.079689	12.093	[-87.18834529]	[43.90786611]	32.131287408484454	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|61.4897089	-37.0797045	nan	[-29.3168814]	[6.48871041]	108.54561525280266
273.0587332351737	-14.956579244538027	20.252594	-17.004241935800685	1.3691276578876053	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|272.985436	-15.071752	15.246	[-15779.23567904]	[-25644.35909087]	11124.827393341842	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
160.70213509300802	-2.184717265649453	7.1392922	-15.127882813369013	-223.22964782818232	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|160.7021995	-2.1837562	9.708	[11.09005489]	[141.9289278]	186.218189401097
162.0051726933852	-1.8886035389262008	18.073967	9.281119577860018	-279.2937905433048	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|161.987046	-2.02189	16.063	[-3944.87285371]	[-28996.23987356]	10821.898367966342	|nan	nan	nan	nan	nan	nan	|161.9870561	-2.021975	nan	[-29350.55879271]	[-216173.00939674]	20030.896256431646	|nan	nan	nan	nan	nan	nan
196.56374528717492	20.729245720961494	11.0053215	-42.92939250826721	60.75552808739796	|196.564103	20.729228	nan	[76.38797456]	[-9.24407128]	48.0455972077369	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|196.5641639	20.729225	nan	[54.86339012]	[-4.91658863]	63.085487454252245
196.76753873552977	20.810392930815492	11.511203	-94.96297092172787	-81.83760576185261	|196.767947	20.810724	9.067	[87.27106858]	[72.08053381]	94.75614832583516	|nan	nan	nan	nan	nan	nan	|196.768109	20.810846	9.067	[124.42424578]	[99.07074369]	104.91804634417562	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|196.7679433	20.8107042	13.267	[91.89606378]	[73.33300867]	94.38443052038602
196.56389573305393	20.72965678223564	8.969439	-55.82443701250511	94.56729024919349	|196.564103	20.729228	nan	[43.70086785]	[-104.72134936]	78.72443945916747	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|196.5641639	20.729225	nan	[34.26739914]	[-65.08572592]	113.94142075655152
44.57358338410901	14.517711489032713	13.467488	90.01848479694561	-155.43280311898096	|44.573215	14.518287	10.761	[-89.63589439]	[140.09697496]	140.58630734042558	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|44.5731162	14.5183645	15.283	[-105.94201759]	[148.0382251]	149.9476696633716
227.1298976950018	16.883346845916904	13.695527	-218.75182398171071	-97.36323213460012	|227.130854	16.883768	10.76	[194.2116372]	[91.27526085]	168.15367338835617	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|227.1309174	16.8837562	15.704	[177.49159238]	[70.08965343]	171.1137283761312
227.6445766060151	17.034450236577527	13.488407	-76.36462801789588	-41.00743998714235	|227.644917	17.034601	10.639	[76.80527246]	[31.68671915]	57.79769388806433	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
227.1736596555323	17.3885081079984	13.694852	-222.36332955615475	-195.66264133561808	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|227.1746895	17.3893664	15.781	[239.22141173]	[206.88876007]	289.68096623954654
176.43376848136703	63.09827993414734	16.205645	-202.91680008797667	-344.84964630705554	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|176.4352686	63.0994192	16.767	[157.67000419]	[263.79785789]	245.0308626524577
173.44859333409607	62.720791666240956	16.265442	-63.895360034408846	100.68983052390885	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|173.448985	62.7204531	16.549	[53.67109373]	[-99.94287153]	74.54372977964938
62.63578355945472	-57.657794886973115	14.727701	234.74892662489316	6.44987554598558	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|62.633795	-57.6578106	nan	[-224.4616926]	[1.34717333]	165.432938707763
3.1430501147786165	34.26548638642746	11.223684	-247.86280587371354	-366.5126700069944	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|3.1441571	34.2668875	12.474	[212.58143295]	[323.78622704]	396.1854915069484
168.80256195461985	19.451250517055936	11.7056875	182.78780484875122	-478.99181418174163	|168.801767	19.453142	8.919	[-190.47341709]	[468.24160827]	542.2690840685001	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|168.8017674	19.4532006	13.643	[-177.44087822]	[449.90588774]	528.6036124715833
171.14160243727298	19.47572592228002	13.482289	5.912118991218389	-174.13981764389436	|171.141574	19.47628	10.71	[-9.37984203]	[171.1144246]	112.33759682077157	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|171.1415695	19.4764337	15.433	[-7.71170523]	[163.057205]	224.19070469620155
170.11227770350902	19.888649404773965	14.300995	-657.3158986202297	-544.9593950602595	|170.114979	19.890739	nan	[634.32165448]	[517.9939643]	544.5756099169865	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|170.1150283	19.8908406	nan	[600.65736454]	[508.83226647]	729.421021284338
275.29487450454855	-27.236365176324124	19.475056	-1.4251042327357313	5.462556985371963	|275.327543	-27.399448	13.807	[8269.81678337]	[-47082.5781224]	14181.469139649636	|275.3265371	-27.40038076	20.6124	[188210.58111823]	[-240231.58024308]	305.7880921777196	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
272.32402820773814	-27.059576698522104	19.761412	2.6164575908409953	8.527966007898218	|272.38224	-27.208352	12.412	[16456.68850662]	[-37041.48277004]	465.12671978809965	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
255.2349828491635	-30.0958433256524	19.428736	-67.73312694485598	-18.450859458026258	|nan	nan	nan	nan	nan	nan	|255.38036123	-30.20271513	18.6907	[180470.97368011]	[-159427.68609243]	256.78116524851526	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
255.5639081371395	-30.216264658220197	20.439127	-29.36302773181341	-4.341309769598325	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|255.3846977	-30.2398012	nan	[-15681.35229213]	[-2394.8580608]	9032.63017234668
271.5835702208314	-25.71092771841846	20.55472	-462.7715413260214	328.2014737724744	|271.639976	-25.85403	12.365	[23897.21005531]	[-68567.79374824]	5660.264176625824	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
326.8729051672151	-26.49066128131592	14.347006	384.65819169141673	229.38018782857023	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|326.8724412	-26.492277	15.838	[-97.37376554]	[-376.23969078]	268.6248498329229
326.8743496453149	-26.491267486313596	14.199468	382.7371250632268	224.88024766109083	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|326.8724412	-26.492277	15.838	[-397.58627916]	[-235.43707582]	306.66524979012013
298.0993501635272	17.57953197778066	19.347776	-15.831038677702782	-9.804624138544938	|298.157601	17.448886	12.766	[12913.5870221]	[-30336.50122535]	12452.606468918877	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
234.53642355119024	14.314544626644105	14.57578	-204.56792375731928	-49.96021638609023	|234.537309	14.314747	11.632	[202.37313294]	[47.1989648]	145.18795923763125	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|234.5372686	14.3147614	16.81	[189.32028189]	[48.41124788]	145.73751571954472
126.5463737538211	-23.185498013884384	19.237642	2.2957446802596433	-19.23072739606942	|nan	nan	nan	nan	nan	nan	|126.5631341	-23.34053242	nan	[36476.34014414]	[-384091.8475893]	221.96305455722947	|126.561743	-23.342588	16.336	[3084.80882306]	[-34494.10231851]	11613.979979736918	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan
67.30442785780768	21.18629070050767	12.687635	-138.56449466278812	-271.69861517224354	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|67.3050815	21.1874637	14.319	[125.25519971]	[236.80373647]	215.38127198621947
18.707708092040704	25.316014793982472	11.2819605	373.76295642501964	-196.59555975264027	|18.706121	25.316784	8.828	[-351.66003586]	[194.40426036]	318.4745551169523	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|18.70609	25.3167353	12.962	[-336.91974767]	[167.11034229]	284.8370459069997
281.38465224143505	-5.0902714914753835	19.877779	-9.655908623606784	-2.5516656859945464	|281.401143	-5.253245	13.826	[5026.92904715]	[-50829.6729326]	3488.6752754134054	|281.40121385	-5.25339582	17.8001	[-56243.52770445]	[-84580.84788298]	133.879725213733	|281.401341	-5.253352	13.826	[4628.69760056]	[-35892.86907988]	3872.4612592144535	|nan	nan	nan	nan	nan	nan	|281.4004264	-5.2518606	nan	[39385.44211545]	[-273503.14487237]	497.7089208845705	|nan	nan	nan	nan	nan	nan
271.026504677725	-8.561872441835167	20.205664	-16.802471038080938	5.769094148939445	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|270.9650365	-8.6251034	nan	[-7293.78867357]	[-7581.15592609]	5055.385572994929
270.12391332047906	-8.429110217151129	20.47273	-10.226547005100484	5.995393368124799	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|269.986378	-8.504682	12.947	[-32006.89353807]	[-16273.50944231]	241.83953530979477	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|269.9864112	-8.5046825	nan	[-25222.65708149]	[-14020.57433763]	9869.677458064803
270.87534984753444	-8.521941367764176	20.31566	-12.370680245871023	8.863838173184769	|270.96509	-8.625099	13.57	[23650.95211187]	[-27512.38658511]	10351.394253737846	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|nan	nan	nan	nan	nan	nan	|270.9650365	-8.6251034	nan	[10636.65695262]	[-12376.28474801]	7689.410044463689
