source_id,gaia_ra,gaia_dec,gaia_ra_error,gaia_dec_error,pmra,pmdec,pmra_error,pmdec_error,gaia_epoch,cat_ra,cat_dec,cat_epoch,delta_mag,dist_sec
4892429171367335040,65.40019016727416,-27.04609316054017,0.03493599850347027,0.04550117420830172,-12.468864623801398,20.545892085868484,0.08192387715454158,0.09474133306004824,2015.5,65.4002427,-27.0462175,1977.0,2.22,0.46
6027693584407085056,254.39300256751926,-31.37570590993032,1.4910566797003761,0.9339687069036005,-12.919468493510983,8.647652930921927,2.6271259386861248,1.5716936781094724,2015.5,254.3842127,-31.377857,1985.9,,28.134
6027685097545659136,254.29885973731206,-31.520545494325987,1.5374643857655694,1.1409338275718013,-5.66989084294922,8.70025678429224,2.8013648643147158,1.8191318408749195,2015.5,254.2900527,-31.5192653,1997.2,5.79,27.441
6027685544222718208,254.07163892435952,-31.628937485348228,2.4357186598396945,0.9985158276177274,-2.7530958387171323,3.776416434952438,2.5399996665027555,1.6943938570887758,2015.5,254.0769083,-31.6359253,1996.2,4.33,29.894
6027681558489999232,254.17560427134453,-31.674378478409213,1.565271046697232,1.0891503595577312,-13.30184640360818,7.345171257222912,3.1019495039174965,1.7954214585268071,2015.5,254.1726595,-31.6805292,1996.4,,23.936
6027688808396716288,254.15301923335826,-31.495787675629874,1.6804081925610113,1.2233174123507329,-128.9009422565504,135.54097067192492,2.9612763758586444,2.2384283484487946,2015.5,254.1590298,-31.49848,1997.6,5.42,20.825
6027688808396716544,254.15284699394627,-31.49589894622555,1.6392384135765892,1.1492313903303002,-9.283945718995257,2.8919010277878305,2.6373574049666204,1.8127005542758583,2015.5,254.1590298,-31.49848,1997.6,5.35,21.114
6027694993154255616,254.3479395380302,-31.382459668004323,1.2310664351352614,0.957913869613538,1.2182444290469434,8.43035048588527,2.0526954987269708,1.5528572757411134,2015.5,254.351448,-31.3756278,1987.2,,26.829
6027698360410944896,254.37618723295662,-31.246262474676858,1.2678622060674114,1.2470475232108218,-11.966075596639564,6.781639140278795,2.3307871890612555,1.9731641268249709,2015.5,254.3751303,-31.249057,1984.6,4.13,10.597
6027696264465863424,254.2334867403389,-31.343355290097065,1.3098595744292656,0.9529414133899852,-0.6598890947008333,-0.2981039360680472,2.329276374256059,1.5949901426135955,2015.5,254.2275174,-31.3370375,1995.3,,29.23
6027700387637490432,253.99368421857025,-31.459295582455397,1.8945984648344156,1.0966760019599924,-1.0412613110614533,4.439233471202504,3.2287217994962436,1.8080320927322169,2015.5,253.9854309,-31.4633881,1993.5,,29.347
6027696058308357760,254.29518668933304,-31.355663045983214,1.6184587583827226,1.0592079964394474,-12.47086705164148,15.001385676909184,3.7343195979475765,1.939076864003864,2015.5,254.2869553,-31.3586987,1988.3,,27.595
5794581554343572096,236.0404676375573,-72.55936255144208,0.03930520188473453,0.043768760525773255,-292.39434176975936,-61.98031452294738,0.07643222891394799,0.09450636884880732,2015.5,236.0517527,-72.5587725,1984.7,0.21,12.334
3999433452516434560,180.18576535460744,20.848186880832397,0.047755113266332284,0.02893858519036523,-129.49672692481522,235.9547248878534,0.10426926533681984,0.06096627126712206,2015.5,180.1863359,20.8472778,2000.0,1.72,3.779
4901229043960053248,4.60971642938118,-63.47774960730262,0.026070271247373045,0.02538420392495356,90.06748591227064,-59.18017358531833,0.055325086465821724,0.05380125051993477,2015.5,4.608843,-63.4774953,1991.2,,1.665
4901420874379682304,0.634392555573465,-63.404373096473215,0.02243831050258227,0.02114720046439836,-500.24225051723465,-551.7974730494599,0.041837960962003366,0.04233936023558807,2015.5,0.641273,-63.4019714,2000.0,1.65,14.062
4901196814525510016,3.396207613318845,-63.83916575063653,0.03609256311799485,0.03240191410290411,39.55330749983222,26.0086143880757,0.06402295918073336,0.05831101586384967,2015.5,3.395878,-63.8392884,1992.4,1.96,0.684
4901340747469751936,1.0333316347129542,-63.70835445266874,0.02580576364370268,0.022010966997976233,177.30062140229302,-43.75495960952375,0.04764982434368023,0.04113234998290551,2015.5,1.0315845,-63.7081692,1993.8,1.74,2.855
4051765258240341888,277.4397687423492,-27.47240637600302,1.2696028138852653,1.1266026795878876,-27.405706882933522,12.563204872137485,2.2597981001306406,1.886608594136259,2015.5,277.4355824,-27.466122,1991.7,,26.274
4051767869640471168,277.2604935725612,-27.43230841007973,1.0545212819175664,1.0204015491217384,-32.53970485340337,18.963046478021692,1.7044518708690242,1.4767176538007534,2015.5,277.2522089,-27.4296803,1993.1,,28.126
5351340207855014528,160.54559937963225,-56.70588642079543,0.468402336130544,0.432053657557724,-6.610273300476935,33.77403918381704,0.9612350686764322,1.010666894165729,2015.5,160.5445483,-56.706222,1997.3,5.03,2.418
2877522230262577024,2.169965152444446,36.626589527193254,0.037718680060607794,0.02230339213026337,-114.06869930444664,-124.30038866640952,0.055845172601516564,0.033946292509056716,2015.5,2.1705765,36.6271245,1991.2,,2.587
4089359725486922880,275.132162070102,-24.00048909998126,1.1020375304215524,1.0200687418880696,-7.9358548286223805,4.877275772464745,1.7920976782460498,1.5816515634524542,2015.5,275.1357912,-24.0028931,1996.5,3.16,14.736
4038375680551085184,273.64344414974585,-35.77343855860148,1.2387204410399084,1.435151511847381,-25.468632503468232,11.9540959513404,2.0579388092626587,1.9538773530764808,2015.5,273.6347362,-35.773197,1999.6,,25.472
2686719884389687040,322.9981677135474,-1.3354701376279616,0.5209044850620048,0.5570862837869708,-95.4914424828376,-239.3776220807346,0.9631719380065108,0.959436787843848,2015.5,322.9985636,-1.3344803,1998.1,1.8,3.811
