,gaia_ra,gaia_dec,cat_ra,cat_dec,dt,dm,dist_sec,gaia_pmra,gaia_pmdec,new_pmksi,new_pmeta,F
6185325343777379968,195.0100201923456,-28.726080822944695,195.008665,-28.725087800000004,15.5,,5.601,330.9936762911345,-281.9209959047388,-3.4448322434528893,-1.8653346910303104,146.86885194360934
6185338744075365632,195.03415869659096,-28.461081383007844,195.0348062,-28.460841700000003,19.20000000000005,1.86,2.197,-132.0900836451611,-54.76956975302628,-5.674690714919213,-2.5716578292094936,51.72840316835556
6042042004979455488,242.11108951132567,-28.119821511115198,242.1103124,-28.1222789,31.59999999999991,3.1,9.205,-4.7405162115790445,2.590479135755744,-0.7205437613079387,2.9921531840856166,1.4018407401597024
6042005308777992192,241.9204408679417,-28.418211842898344,241.92101949999997,-28.417768100000004,22.59999999999991,2.41,2.401,-122.0533284790176,-109.48671331908236,-1.6722861635001969,-8.532320421793454,74.39296548827437
1812139404761196288,309.4318567631538,17.120841410302468,309.4346677,17.1269581,17.70000000000005,,24.021,43.348784836975966,-43.447164519567956,-0.14751973146851075,-1.0137286836209531,32.25405811289711
1812172291325675264,309.68476024991264,17.332419560848983,309.6852462,17.3338975,15.5,2.01,5.5489999999999995,-116.06367523469402,-381.69447467232857,-2.466174340312643,0.07394445332556636,163.6757283493291
750154972125704960,159.3480777653227,33.939240861978824,159.34771999999995,33.9393856,43.79999999999996,,1.205,65.18228581980243,-19.56851927235327,-1.1849900226847223,1.091721248806605,80.1032080479985
750090788134413696,160.7613262061846,34.44400224993012,160.76128480000003,34.444281700000005,13.5,1.89,1.03,12.240525843130591,-77.90413060838485,3.0616858747631444,-0.2269918242117001,27.1650780583468
4040294225182132736,268.6851780790026,-37.02938598814391,268.6869848,-37.0306992,22.299999999999947,,7.018,-9.5101123868511,-23.754334688386567,-5.110793341808075,66.95093913731668,35.16470737665321
4040291575382271232,267.18496273942185,-35.73276526623568,267.18680980000005,-35.734759499999996,18.5,,8.982999999999997,-22.349386703251024,4.958024019885452,-1296.8836313648012,2910.402302610556,88.18573376700266
4040295359054953856,268.6605480212133,-36.96335796627536,268.66012,-36.9637453,21.799999999999947,,1.891,-10.790819869335618,11.322880541449626,-18.83937896626145,47.45158895075982,14.65156539111604
4396053856737879424,236.514726226569,-7.443348398257524,236.5150942,-7.4432789,18.20000000000005,2.01,1.31,-80.512602923209,-11.860518634155277,2.4251153497275766,2.3978575325042626,39.49727744246471
431635455820288128,0.6033724108226648,63.962728059457156,0.6218621,63.9620181,12.700000000000045,1.01,29.303,918.8525101579885,108.2691665910429,-2.3937323941198696,-1.501400780943014,369.2424003086088
1042676810880704128,133.9485685281792,61.166644801724864,133.9482121,61.167140599999996,24.5,,1.91,39.31343844543271,-115.17841617967049,0.17018164951803585,0.2645350055896151,88.18923217005961
1042615478747745536,134.7583000684652,60.992638257303035,134.7585915,60.9931275,15.5,2.44,1.852,-50.77293317178293,-155.69661102425312,-0.0004120004063896905,0.3931249587482726,72.68460208977554
6708468470854579712,276.38070461411513,-46.7890787170658,276.3811474,-46.7889834,18.40000000000009,1.84,1.1179999999999999,-60.83159336207487,-35.050641663199656,-5.078618129103012,-4.558614888646398,28.6847511979974
6708468750032965632,276.36584308809853,-46.768085356835,276.3662539,-46.7679889,23.59999999999991,,1.045,-68.66361452725229,-21.624102760862822,0.20755831841647188,-3.7793017766619768,42.11783178154176
5502632698576769792,97.20281214821549,-51.34414022603406,97.20315529999999,-51.343687,27.799999999999947,2.03,1.82,-40.94996709768131,-107.89792338217708,1.0282895257606524,1.2710461159298352,74.40833801366239
1392610405193517952,229.50787521889114,42.25722486417057,229.50779480000003,42.2572589,29.90000000000009,,0.246,13.158307339447026,-8.24016300950964,-0.5519566860689216,-0.44321512779975225,11.254535287612242
1392751005242909184,226.69425697559714,40.67079477320403,226.69464419999997,40.670837799999994,29.799999999999947,,1.063,-76.72058518308597,-21.23784623624436,0.605862661761479,0.37857325375507306,90.07335072836383
3144837318276010624,117.5616859954904,7.189246217905643,117.5639524,7.1935214000000025,15.5,,17.398,211.54272043199668,-1782.6584231415095,0.5979502614252918,1.0906146754283343,541.3634192930872
3144837112117580800,117.56483528464396,7.1859292365176834,117.56395239999999,7.1935214000000025,15.5,,27.537,209.90164003917818,-1790.483683241639,0.560698934128786,1.1662005033814593,543.5864767321885
4254989538589230720,283.0789034858078,-4.951026881908285,283.0773492,-4.9551617,26.5,,15.923,-21.366734434182888,5.2655836494102015,3.620795789015423,9.818939568576463,16.30836849934318
4254990535022557184,283.0245100405172,-4.9227140060963395,283.0263636,-4.9232545,19.40000000000009,,6.9110000000000005,-19.20046730912692,3.374756646308558,-5.104840734078622,-8.692627124359548,7.11064359362672
5943573935489623296,249.55446175837352,-44.3460478451556,249.5576956,-44.3451887,18.40000000000009,5.31,8.851,233.20398695168288,68.56315723755691,-4.79278095653262,-1.0011769845256124,103.68680457895321
5943550124208359552,250.36551692304482,-43.98855046191316,250.36783590000002,-43.9870795,45.200000000000045,1.72,7.977,-376.23742261348167,-485.0359891738395,5.194683202613256,3.3587234343255266,761.7214871846116
4039770033072383360,267.39883491588057,-38.089169335097715,267.3971036,-38.0862314,24.09999999999991,,11.651,-30.96879911017228,-5.0388200931765015,0.05018166306016518,0.8068262168281379,17.810298827784052
1825774349707795968,295.0501911592765,20.370875131726137,295.0485636,20.368705,14.099999999999907,,9.58,-8.167842738841408,-6.507447318268494,14.481043510313398,7.40935721433625,7.837842957751001
1825763148435358336,295.4924806031996,20.40125311232585,295.4993495,20.4055028,15.5,,27.741,-0.8397733837765992,-3.8151464478847092,4.9138103305522005,9.217951686087176,5.136517557093028
1825767305963944960,295.40318970801684,20.4626730510033,295.3950559,20.462754500000006,19.59999999999991,,27.456999999999997,-10.52428148572834,-18.601159539807465,-6.812115764461824,-6.2822769198303225,4.671858961925863
1825777545163577856,295.0942858340616,20.470549728204368,295.0911756,20.4667917,22.700000000000053,,17.15,3.751602187636148,-42.05677967908567,0.8112276972168431,-2.7226650992969974,13.711013338772323
1825776205136973696,295.03150056069734,20.46026261359189,295.0342553000001,20.462950600000006,14.700000000000045,,13.385,2.561979331440919,-25.471271719233656,-1.5132112463469836,-4.637268758357321,6.133548200890338
1825794553195426944,296.0159353613103,20.326280599109488,296.0197286,20.3261467,13.900000000000093,,12.794,-2.9850367487080827,-0.7173042087116012,19.29396390042474,-28.247295171689096,10.419927626734918
1825790601824700160,296.1535253306331,20.273435089213365,296.14601239999996,20.2711917,13.900000000000093,,26.653000000000002,-7.431077603138814,2.0763161820815705,5.318846059790847,-8.789261729673886,5.686457232869357
1825766305195572352,295.42382856743365,20.42434933129462,295.4215562,20.4212495,18.20000000000005,,13.569,-7.388736329203857,10.637201883376553,3.8316075120329334,-3.738860624791892,8.157751648479296
1825769023949245952,295.42228779366457,20.484214084898163,295.4214165,20.486311999999998,15.400000000000093,,8.091000000000001,-7.4442726502789816,-10.692979824116694,-0.9620237385140966,-5.390510926450192,3.0629266649545555
1825794931152553600,296.0290159343935,20.348499112981557,296.0369665,20.3453014,17.200000000000045,,29.19,-19.48567227555504,-8.859513389309837,-3.0135503615423995,-4.292926212014209,6.2950773259729775
1825767580854979968,295.38820870773554,20.491492384476395,295.38921769999996,20.484943700000002,21.5,,23.838,-0.5089512110284495,-7.027667709642396,-8.272069820100304,-2.3631141723997784,4.0049787144742295
5357180779258721664,157.78765239896302,-53.25806047277539,157.7864524,-53.2576395,24.5,0.74,3.026,166.10319275699968,-99.55771326139963,3.0566999765320686,0.9088404975223432,108.03070375978731
3363074330391776384,108.5370940287986,18.48345580509556,108.53691859999999,18.4841348,33.40000000000009,1.01,2.543,39.046492793889385,-159.60959627000884,-1.5243259148324604,-2.0294628335427896,157.77062202384818
3363049071685181056,110.93132068734194,20.415298565858752,110.93162240000002,20.4162884,17.09999999999991,1.08,3.721,-65.5762910624989,-230.9519151753759,-4.987009581191495,-1.2405200506606031,119.48951514994042
4077996341542247552,278.16717138343023,-22.407668940745875,278.1691459,-22.406782,33.5,,7.276,-11.022546331616333,4.973608950123597,-0.7923516720475822,-1.1181043852770536,7.145837944333844
4077998196968928256,278.15661534009394,-22.319929539442615,278.1601736,-22.3195145,26.299999999999947,,11.918,-24.575192041421538,-68.64412482328945,-8.544003595725751,-13.653416278685276,25.970382304620976
4077996685139809024,278.17402025020635,-22.380082447410754,278.17512450000004,-22.3769484,28.200000000000053,,11.839,-17.838545974580942,10.77719533007842,22.69942492670237,14.91283013633942,27.26278762045108
4077996650806996864,278.1548351645321,-22.383681107723465,278.1542315,-22.3844509,40.0999999999999,,3.454,-20.045117851771632,7.689091981755012,6.860330676266085,13.013664341937751,22.757557356190148
4050325001101249024,271.6504428837723,-29.489275551140324,271.65202450000004,-29.4909262,16.09999999999991,,7.737999999999999,149.7568658566045,-186.9607202037104,17.81084020363727,-28.427150033490893,95.59342919016348
5800238266782604160,225.9478828707544,-68.21564951675127,225.9584962,-68.217417,24.90000000000009,2.05,15.52,-80.1408430633208,26.86710707129243,-0.7433844013594473,1.2032020857104109,56.742205814360354
3938297719794210432,197.1926148335603,18.70168314182444,197.19311330000002,18.702839800000003,15.5,1.84,4.495,-105.64114260233902,-297.36012497752466,-2.9988012776653195,2.193690336430925,114.84281161746296
3938357986775224960,196.6348461617384,19.042270043543308,196.6346798,19.0420831,14.299999999999955,2.1,0.887,38.46764245777645,46.28854159109702,-2.8206826078117544,-0.8228296318864523,20.831004092175178
1784061008815679232,321.77720958609746,16.123737099574914,321.7775568,16.1241542,24.299999999999947,,1.892,-78.27332709619006,-96.22506973626264,1.6461823266330853,1.7366615609339942,94.4876338537763
5493958376465915520,114.62409911849329,-50.07143047519124,114.6218471,-50.0702814,18.40000000000009,1.15,6.672999999999999,-110.15622305048788,46.837713747262214,-4.584895611472142,4.4889911446752295,53.35527638178434
414721599724342400,10.741440433276985,49.88654935815731,10.737854800000001,49.8790717,18.90000000000009,0.35,28.189,139.8276296497179,-43.59299422100378,0.600607028140032,-3.797669673283828,69.50170106347197
414800524041219072,11.82304850370708,50.48959175548489,11.8230795,50.4895839,17.79999999999995,0.42,0.052000000000000005,-1.290117945569946,4.5502058680537125,0.920886810806364,-1.27154866593999,2.9400207194580283
4103957838251333120,277.57289899854726,-14.9559894436759,277.5800553,-14.960029800000001,17.200000000000045,6.75,28.818,21.86202304635303,78.04272918058787,11.868434749484134,3.380083642277312,31.02877629376595
4103961892694288384,277.2998369801641,-15.061146882133205,277.3026098,-15.06121,18.29999999999995,,9.619,10.182953788839502,-5.7449014275363535,-7.218535660394433,-5.007555708128077,5.266254341425014
5326964103765898880,136.32964687185208,-48.112639617825394,136.3296021,-48.11243560000001,20.29999999999995,1.78,0.7659999999999999,8.96810969570431,-51.098159669392345,-3.360605802649556,2.4585766631733743,23.006660943828848
4655210976569812608,76.73091352188305,-69.64325717494027,76.7455798,-69.63795340000001,25.09999999999991,5.45,26.511,22.35109268942337,-8.893393314085161,-0.8255003169576673,4.673847094209068,10.379023667627312
3874324834754672896,150.04047992114488,6.784129444259079,150.0409062,6.784436200000001,15.200000000000045,,1.875,-94.07710240158372,-74.03197224988159,2.1041079378160332,-1.352767537013036,51.23554678826285
3874391389567967872,151.24157630866395,7.0145130116802585,151.2425868,7.0144806,15.5,1.86,3.591,-236.8882179012304,10.247605578700137,-0.9423676960850684,-1.2784449384240422,111.32305246507956
3874528072607143296,149.6049402644879,6.9489479525268765,149.60423269999995,6.9489494999999994,15.5,1.95,2.55,177.54659724813587,-5.951632991698966,2.2266026163994592,-0.07172124646065582,80.58959111603572
5439615082987191040,144.00614911283662,-32.633608852057336,144.0062595,-32.6330375,31.299999999999947,1.66,2.099,-22.206984551204734,-134.14600503474344,-6.772448259912567,5.649278350730096,118.81553331535136
6720690886927175296,272.3598696547858,-45.10707858220656,272.357055,-45.1039756,26.5,,13.259,-21.97578224972279,33.83237952973329,-4.092263896601295,3.6717359713836366,21.420944490268177
4045432140047948800,273.9132298759308,-33.69718330399673,273.9111774,-33.6976931,17.0,,6.444,-253.0419700219236,-565.3739288212846,12.532208457216964,-4.402045226378507,399.523069355075
4045437293951611776,273.86367233619455,-33.557438685267954,273.8632424,-33.5578237,17.09999999999991,,1.9240000000000002,-21.89491558253727,10.670693024738453,0.019104908293917783,6.0244061845413395,8.252441338453526
4045445987023515008,274.0544892547589,-33.38310153361084,274.0531862,-33.3823103,28.90000000000009,,4.85,-21.71557954446449,-4.042646866754376,28.623563147348534,1.9859938670294035,34.476197814074105
4045444921817640448,274.10940930607984,-33.40468460251936,274.11157060000005,-33.406182300000005,24.59999999999991,,8.437000000000001,-15.010095720896445,15.480342844584793,-18.943136427238823,22.40266306748668,6.616255191565175
5713734395630927872,121.36240113056836,-19.632023746151862,121.3696545,-19.6318714,23.700000000000053,4.74,24.57800000000001,7.832171763289434,1.2786139014089757,-0.9296397124866078,0.39839903653900016,3.1817070780914496
5713776932987403392,121.79082596389615,-19.190503156753174,121.7841562,-19.192920899999997,44.400000000000105,4.16,24.303,10.220497684875802,13.94518188220365,-1.9152728334342024,-1.8219710381473868,11.909150549981485
5713747280525518208,121.51045947253485,-19.38002557024382,121.5107115,-19.3785006,21.29999999999995,3.36,5.574,2.5413188523275916,14.93855601586051,4.804366745881008,0.8673755151021796,8.820517785307779
260218878625842816,70.99731591168475,51.1076388568435,70.9946183,51.1076059,15.5,,6.124,482.270246582466,11.282578879051053,-2.4795578706976347,1.61773823226826,249.1505475682265
5613543013454228864,111.63840611320366,-25.82486185043181,111.6466074,-25.821610600000003,19.0,3.23,29.03,-5.291399080777689,2.0529952856193026,3.5454894223351334,-0.16625758437899052,3.840188881366681
5613493604149414400,112.29580376489857,-26.10732466372146,112.29852530000001,-26.108425,21.59999999999991,5.7,9.621,-34.51512441053084,-174.97037556444874,-1.4632949700283258,-7.8766674369822365,70.49858880030055
1309964514180794624,254.61026956029247,31.075293813223077,254.6119148,31.0743756,15.5,1.72,6.0539999999999985,-379.3872833782628,255.2023580958215,1.1215774208470983,1.1366559810289012,204.47147843584136
5830143024567989120,248.8827708255294,-61.995515997034175,248.88392530000002,-61.995377299999994,35.299999999999955,4.78,1.9869999999999999,-13.608552339592745,8.282597440655964,1.0074217495445783,6.197069236456295,6.023395246279267
6328283463367590656,218.39024111627083,-9.934165995006325,218.3913721,-9.9320306,15.5,1.16,8.654,-260.6288604743949,-504.23108262335273,-12.882344968860163,-7.945799812180885,229.4236599179672
932077863955133184,124.07803877664742,50.0473680050164,124.0780389,50.0480089,15.5,1.75,2.329,-12.299873109333332,-189.5822048979769,-1.9199005489851635,-1.1856487216011071,86.5475378284054
6027941386861346304,253.24129188276368,-31.046592485659186,253.2423992,-31.0457678,36.29999999999996,,4.494,9.82805449609532,0.5900616748326518,-1.165580939726174,-2.6552776659377826,4.070959841184495
6027933381041251968,252.99041971977985,-31.17670092213964,252.98797830000004,-31.1707998,18.40000000000009,6.27,22.529,-27.121795589712054,9.987535966156377,-2.5497184135239266,-2.4070335579704807,9.205459884199154
6027939531394022016,253.3356351529063,-31.058343774293537,253.3371609,-31.059542,24.09999999999991,,6.375,-9.687656576154332,7.12081067192065,5.7440798647763325,-14.819511498696055,14.204556224035242
6027908848171747072,252.5920468214304,-30.951068600650547,252.589648,-30.949261699999997,22.700000000000053,,9.867,-4.795210391421113,3.8831748177062986,-2.828815675985045,-9.507539603050914,6.309739051696527
6027932522005275264,253.08651833581402,-31.21342690183415,253.0788777,-31.2105687,20.0,5.32,25.695,-7.368085676533092,7.6720205201539775,2.1688602991516768,-3.6148711815203898,6.524775656287322
6027939634514911616,253.38418848519933,-31.04042471944813,253.38014330000001,-31.0347809,48.599999999999895,,23.843000000000004,14.181256215164698,-13.351859651823355,3.097532235111203,2.5822630278820564,10.936227751521699
3962469761375921024,189.69042909387286,27.442971411493172,189.6910612,27.4428289,14.200000000000045,,2.072,-151.26677368229147,35.773915938319604,-3.0471899569862906,-1.4193711525481034,77.96635655745742
828538228357203968,149.77246835521782,53.26368739093014,149.7728753,53.2636387,24.700000000000053,1.36,0.887,-59.19068540760228,2.0054906679447897,-1.0785934339132632,-0.056187607305265626,29.76735392363586
3842226516927302016,138.6849883935355,-0.5964472258717584,138.6859948,-0.5963109000000001,15.5,,3.636,-132.7690960150035,-21.31872510635995,-2.4087821516699823,-1.0367273511576929,50.42244916179807
3842095911266162432,137.3756899089455,-0.3992224898607691,137.3756898,-0.3984242,24.40000000000009,1.52,2.8939999999999997,1.2479676572029994,-183.7470233486289,-2.220613631107164,-0.05643917846856113,97.70569506037728
3842303581524862336,140.0296054274279,-0.1530540110835396,140.0299253,-0.1530945,20.29999999999995,1.69,1.136,-72.93604646052059,5.834427908073372,0.974009632992762,-4.044622628138433,36.61476662649791
5307887302169199360,145.62192936456057,-55.57533814061159,145.6224989,-55.5756262,17.200000000000045,1.9,1.526,-70.4233673430398,61.522566731554356,-4.08234306339293,-0.4848303688975527,42.04086237180115
1833198423991917056,301.00185252462967,23.268309849111386,301.0098403,23.2705414,59.200000000000045,,27.584,-2.4555840434666614,-4.205053036078309,2.6996586162992924,2.3164747496219293,4.7209939367802525
1833218696240616192,301.69512911723024,23.55943292757797,301.6967153,23.5594103,14.299999999999955,,5.212999999999999,-11.473025426351855,13.680151616389807,1.963089326523881,-5.143990583229545,8.4247994032422
1833234845319925888,301.3324720362541,23.654110564329358,301.33405,23.6475187,19.59999999999991,,24.311,4.148405910416507,-2.7024534303772723,-0.7935023205853299,8.659476006943617,3.962903184926752
1833199729671740800,300.9624874808115,23.336756209034252,300.96398239999996,23.339174800000002,35.799999999999955,,9.982000000000001,-1004.1387965190806,-912.5400325569092,-1.113004141054017,3.459585365092982,1020.2640572447413
